funcid,dim,milestone,error
1,30,1,8.640611e+09
1,30,2,7.254650e+08
1,30,3,6.517410e+07
1,30,5,5.661061e+05
1,30,10,2.807256e+03
1,30,20,2.791767e+03
1,30,30,2.790710e+03
1,30,40,2.790047e+03
1,30,50,2.789347e+03
1,30,60,2.788671e+03
1,30,70,2.787404e+03
1,30,80,2.786574e+03
1,30,90,2.786358e+03
1,30,100,2.786122e+03
