funcid,dim,milestone,error
1,10,1,7.671190e+08
1,10,2,3.288331e+08
1,10,1,7.671190e+08
1,10,2,3.288331e+08
1,10,3,1.554382e+08
1,10,5,6.325726e+06
1,10,10,6.211331e+02
1,10,20,2.816398e+02
1,10,30,2.715869e+02
1,10,40,2.708665e+02
1,10,50,2.708665e+02
1,10,60,2.700105e+02
1,10,70,2.698311e+02
1,10,80,2.693791e+02
1,10,90,2.692290e+02
1,10,100,2.691542e+02
