funcid,dim,milestone,error
21,100,1,1.017799e+03
21,100,2,9.941725e+02
21,100,3,9.935774e+02
21,100,1,8.424471e+02
21,100,2,8.095528e+02
21,100,3,8.088726e+02
21,100,1,1.119263e+03
21,100,2,1.067751e+03
21,100,3,1.067241e+03
21,100,1,1.059012e+03
21,100,2,1.050065e+03
21,100,3,1.049629e+03
21,100,1,1.062800e+03
21,100,2,1.049623e+03
21,100,3,1.049249e+03
21,100,1,1.146252e+03
21,100,2,1.124370e+03
21,100,3,1.124039e+03
21,100,1,9.882403e+02
21,100,2,9.731113e+02
21,100,3,9.727143e+02
21,100,1,9.402507e+02
21,100,2,9.093986e+02
21,100,3,9.089712e+02
21,100,1,1.276622e+03
21,100,2,1.269103e+03
21,100,3,1.268658e+03
21,100,1,9.452727e+02
21,100,2,9.187102e+02
21,100,3,9.182173e+02
21,100,1,1.130408e+03
21,100,2,1.123689e+03
21,100,3,1.123176e+03
21,100,1,1.046370e+03
21,100,2,1.038738e+03
21,100,3,1.038352e+03
21,100,1,9.828147e+02
21,100,2,9.784116e+02
21,100,3,9.780144e+02
21,100,1,1.049287e+03
21,100,2,1.040683e+03
21,100,3,1.040124e+03
21,100,1,1.131816e+03
21,100,2,1.118449e+03
21,100,3,1.118065e+03
21,100,1,8.882657e+02
21,100,2,8.827269e+02
21,100,3,8.824054e+02
21,100,1,1.257270e+03
21,100,2,1.240560e+03
21,100,3,1.240034e+03
21,100,1,7.799809e+02
21,100,2,7.692783e+02
21,100,3,7.689064e+02
21,100,1,1.098321e+03
21,100,2,1.090637e+03
21,100,3,1.090174e+03
21,100,1,1.026964e+03
21,100,2,9.959037e+02
21,100,3,9.954034e+02
21,100,1,1.005377e+03
21,100,2,9.995655e+02
21,100,3,9.990986e+02
21,100,1,1.107708e+03
21,100,2,1.095141e+03
21,100,3,1.094624e+03
21,100,1,1.109465e+03
21,100,2,1.081087e+03
21,100,3,1.080649e+03
21,100,1,1.315244e+03
21,100,2,1.306834e+03
21,100,3,1.306392e+03
21,100,1,1.155740e+03
21,100,2,1.131625e+03
21,100,3,1.131193e+03
