funcid,dim,milestone,error
15,100,1,2.183731e+05
15,100,2,2.033635e+04
15,100,3,1.754914e+04
15,100,1,4.966553e+05
15,100,2,4.427779e+04
15,100,3,3.721633e+04
15,100,1,5.418770e+04
15,100,2,4.693190e+04
15,100,3,4.036708e+04
15,100,1,1.957431e+05
15,100,2,6.895791e+04
15,100,3,6.057290e+04
15,100,1,3.476137e+08
15,100,2,6.562992e+04
15,100,3,5.838769e+04
15,100,1,2.148589e+07
15,100,2,7.366952e+04
15,100,3,6.747309e+04
15,100,1,4.924104e+04
15,100,2,3.288277e+04
15,100,3,2.782457e+04
15,100,1,2.143481e+05
15,100,2,1.055247e+05
15,100,3,9.053942e+04
15,100,1,1.011534e+08
15,100,2,4.733914e+04
15,100,3,3.947038e+04
15,100,1,1.263917e+06
15,100,2,1.116610e+05
15,100,3,9.820097e+04
15,100,1,1.477885e+05
15,100,2,1.098065e+05
15,100,3,9.757873e+04
15,100,1,1.668935e+05
15,100,2,1.509547e+05
15,100,3,1.328051e+05
15,100,1,4.217125e+08
15,100,2,1.327370e+05
15,100,3,8.495135e+04
15,100,1,2.388005e+08
15,100,2,6.887658e+04
15,100,3,6.038702e+04
15,100,1,1.597558e+09
15,100,2,1.595453e+05
15,100,3,1.326655e+05
15,100,1,5.116237e+07
15,100,2,4.298931e+04
15,100,3,3.878277e+04
15,100,1,3.417342e+04
15,100,2,2.883290e+04
15,100,3,2.468079e+04
15,100,1,1.205664e+05
15,100,2,9.442267e+04
15,100,3,8.196365e+04
15,100,1,9.132697e+04
15,100,2,7.932368e+04
15,100,3,6.981347e+04
15,100,1,1.417083e+05
15,100,2,8.671482e+04
15,100,3,7.544274e+04
15,100,1,1.435474e+08
15,100,2,7.161693e+04
15,100,3,6.393357e+04
15,100,1,7.528429e+04
15,100,2,5.557908e+04
15,100,3,4.827647e+04
15,100,1,4.375129e+04
15,100,2,3.804638e+04
15,100,3,3.305594e+04
15,100,1,4.408784e+05
15,100,2,2.303712e+04
15,100,3,1.922675e+04
15,100,1,5.427189e+04
15,100,2,4.262718e+04
15,100,3,3.678528e+04
