funcid,dim,milestone,error
4,100,1,1.064679e+04
4,100,2,4.660421e+03
4,100,3,2.107762e+03
4,100,1,1.815289e+04
4,100,2,8.316538e+03
4,100,3,3.831285e+03
4,100,1,1.897009e+04
4,100,2,8.656844e+03
4,100,3,3.894252e+03
4,100,1,9.006846e+03
4,100,2,4.099552e+03
4,100,3,1.693361e+03
4,100,1,1.492244e+04
4,100,2,6.553518e+03
4,100,3,2.458510e+03
4,100,1,1.281002e+04
4,100,2,5.194330e+03
4,100,3,2.260606e+03
4,100,1,1.517983e+04
4,100,2,6.497396e+03
4,100,3,2.668252e+03
4,100,1,1.603331e+04
4,100,2,7.121628e+03
4,100,3,3.138682e+03
4,100,1,1.031856e+04
4,100,2,4.488366e+03
4,100,3,1.982382e+03
4,100,1,1.596182e+04
4,100,2,6.897630e+03
4,100,3,2.748502e+03
4,100,1,2.376919e+04
4,100,2,1.051508e+04
4,100,3,4.424424e+03
4,100,1,1.719110e+04
4,100,2,6.325706e+03
4,100,3,2.540556e+03
4,100,1,1.334646e+04
4,100,2,5.476786e+03
4,100,3,2.191643e+03
4,100,1,1.353664e+04
4,100,2,5.166607e+03
4,100,3,2.008982e+03
4,100,1,9.840314e+03
4,100,2,3.781507e+03
4,100,3,1.527353e+03
4,100,1,2.685987e+04
4,100,2,1.166794e+04
4,100,3,5.279110e+03
4,100,1,1.900550e+04
4,100,2,8.035324e+03
4,100,3,3.241105e+03
4,100,1,3.422993e+04
4,100,2,1.726712e+04
4,100,3,7.284002e+03
4,100,1,5.681296e+03
4,100,2,2.033899e+03
4,100,3,9.739338e+02
4,100,1,1.577647e+04
4,100,2,6.716099e+03
4,100,3,2.792812e+03
4,100,1,1.243229e+04
4,100,2,5.213016e+03
4,100,3,2.323222e+03
4,100,1,1.520237e+04
4,100,2,6.510553e+03
4,100,3,2.585030e+03
4,100,1,1.095500e+04
4,100,2,4.405617e+03
4,100,3,1.989374e+03
4,100,1,1.769974e+04
4,100,2,7.627222e+03
4,100,3,3.308149e+03
4,100,1,3.475049e+04
4,100,2,1.734636e+04
4,100,3,8.563990e+03
