funcid,dim,milestone,error
9,100,1,3.302905e+04
9,100,2,2.833501e+04
9,100,3,2.790251e+04
9,100,1,2.538277e+04
9,100,2,2.320530e+04
9,100,3,2.193793e+04
9,100,1,5.242597e+04
9,100,2,4.814068e+04
9,100,3,4.559593e+04
9,100,1,3.949541e+04
9,100,2,3.748835e+04
9,100,3,3.651192e+04
9,100,1,3.070217e+04
9,100,2,2.884415e+04
9,100,3,2.711703e+04
9,100,1,3.085621e+04
9,100,2,2.867318e+04
9,100,3,2.798266e+04
9,100,1,3.344522e+04
9,100,2,3.196344e+04
9,100,3,3.120990e+04
9,100,1,3.366255e+04
9,100,2,2.982343e+04
9,100,3,2.911959e+04
9,100,1,3.402269e+04
9,100,2,3.256834e+04
9,100,3,3.170058e+04
9,100,1,4.244631e+04
9,100,2,3.928938e+04
9,100,3,3.783355e+04
9,100,1,2.508984e+04
9,100,2,2.165138e+04
9,100,3,2.056436e+04
9,100,1,2.162034e+04
9,100,2,2.076058e+04
9,100,3,2.035978e+04
9,100,1,2.884332e+04
9,100,2,2.706902e+04
9,100,3,2.611815e+04
9,100,1,3.076855e+04
9,100,2,2.819339e+04
9,100,3,2.735436e+04
9,100,1,3.663494e+04
9,100,2,3.430263e+04
9,100,3,3.284333e+04
9,100,1,3.610846e+04
9,100,2,3.231351e+04
9,100,3,3.130822e+04
9,100,1,3.762277e+04
9,100,2,3.390258e+04
9,100,3,3.313981e+04
9,100,1,4.130092e+04
9,100,2,3.829653e+04
9,100,3,3.731335e+04
9,100,1,3.850885e+04
9,100,2,3.671948e+04
9,100,3,3.603037e+04
9,100,1,2.971014e+04
9,100,2,2.752157e+04
9,100,3,2.672742e+04
9,100,1,2.310721e+04
9,100,2,2.140677e+04
9,100,3,2.080140e+04
9,100,1,3.586805e+04
9,100,2,3.291089e+04
9,100,3,3.178995e+04
9,100,1,3.583759e+04
9,100,2,3.250536e+04
9,100,3,3.218898e+04
9,100,1,5.101990e+04
9,100,2,4.850679e+04
9,100,3,4.734123e+04
9,100,1,2.433608e+04
9,100,2,2.262414e+04
9,100,3,2.189116e+04
