funcid,dim,milestone,error
3,100,1,8.638441e+05
3,100,2,8.468921e+05
3,100,3,8.328000e+05
3,100,1,8.717906e+05
3,100,2,8.542889e+05
3,100,3,8.405734e+05
3,100,1,8.896055e+05
3,100,2,8.722714e+05
3,100,3,8.548817e+05
3,100,1,7.074704e+05
3,100,2,6.948232e+05
3,100,3,6.799700e+05
3,100,1,6.679962e+05
3,100,2,6.574354e+05
3,100,3,6.464368e+05
3,100,1,7.199415e+05
3,100,2,7.080286e+05
3,100,3,6.950032e+05
3,100,1,9.829391e+05
3,100,2,9.651475e+05
3,100,3,9.479142e+05
3,100,1,9.323264e+05
3,100,2,9.165871e+05
3,100,3,9.015932e+05
3,100,1,6.823424e+05
3,100,2,6.705029e+05
3,100,3,6.557139e+05
3,100,1,7.672550e+05
3,100,2,7.519110e+05
3,100,3,7.378503e+05
3,100,1,8.102998e+05
3,100,2,7.944378e+05
3,100,3,7.809888e+05
3,100,1,9.692390e+05
3,100,2,9.527403e+05
3,100,3,9.336244e+05
3,100,1,6.645147e+05
3,100,2,6.527413e+05
3,100,3,6.428532e+05
3,100,1,1.012595e+06
3,100,2,9.948290e+05
3,100,3,9.736699e+05
3,100,1,8.911823e+05
3,100,2,8.754090e+05
3,100,3,8.620280e+05
3,100,1,8.777636e+05
3,100,2,8.609136e+05
3,100,3,8.448863e+05
3,100,1,7.448704e+05
3,100,2,7.318049e+05
3,100,3,7.190724e+05
3,100,1,9.715663e+05
3,100,2,9.561366e+05
3,100,3,9.397242e+05
3,100,1,8.310496e+05
3,100,2,8.191978e+05
3,100,3,8.045741e+05
3,100,1,9.285181e+05
3,100,2,9.153895e+05
3,100,3,9.015482e+05
3,100,1,7.802499e+05
3,100,2,7.667815e+05
3,100,3,7.517492e+05
3,100,1,7.393998e+05
3,100,2,7.266097e+05
3,100,3,7.134783e+05
3,100,1,9.784826e+05
3,100,2,9.602316e+05
3,100,3,9.453218e+05
3,100,1,8.637282e+05
3,100,2,8.496492e+05
3,100,3,8.364555e+05
3,100,1,7.634601e+05
3,100,2,7.534038e+05
3,100,3,7.401877e+05
