funcid,dim,milestone,error
1,100,1,7.501535e+10
1,100,2,3.393981e+10
1,100,3,9.583505e+09
1,100,1,7.501535e+10
1,100,2,3.393981e+10
1,100,3,9.583505e+09
1,100,1,1.067675e+11
1,100,2,5.679474e+10
1,100,3,2.638047e+10
1,100,1,1.093318e+11
1,100,2,5.626819e+10
1,100,3,2.395166e+10
1,100,1,1.073625e+11
1,100,2,5.442206e+10
1,100,3,2.272680e+10
1,100,1,9.479406e+10
1,100,2,4.580338e+10
1,100,3,1.948255e+10
1,100,1,6.826760e+10
1,100,2,3.004787e+10
1,100,3,9.327803e+09
1,100,1,8.268114e+10
1,100,2,4.065951e+10
1,100,3,1.336456e+10
1,100,1,1.878551e+11
1,100,2,1.150556e+11
1,100,3,6.638690e+10
1,100,1,8.382771e+10
1,100,2,4.029965e+10
1,100,3,1.483095e+10
1,100,1,1.177645e+11
1,100,2,6.157096e+10
1,100,3,2.909426e+10
1,100,1,1.245788e+11
1,100,2,7.020108e+10
1,100,3,3.386716e+10
1,100,1,1.066636e+11
1,100,2,5.813843e+10
1,100,3,2.654650e+10
1,100,1,5.157145e+10
1,100,2,1.917538e+10
1,100,3,4.097891e+09
1,100,1,1.170810e+11
1,100,2,5.975591e+10
1,100,3,2.636280e+10
1,100,1,1.737695e+11
1,100,2,1.007347e+11
1,100,3,5.383085e+10
1,100,1,1.010063e+11
1,100,2,5.400684e+10
1,100,3,2.214580e+10
1,100,1,1.014526e+11
1,100,2,4.698295e+10
1,100,3,1.615702e+10
1,100,1,5.938733e+10
1,100,2,2.199608e+10
1,100,3,3.856339e+09
1,100,1,8.541441e+10
1,100,2,4.090870e+10
1,100,3,1.404200e+10
1,100,1,1.295340e+11
1,100,2,7.124929e+10
1,100,3,3.190050e+10
1,100,1,8.888104e+10
1,100,2,4.072386e+10
1,100,3,1.374978e+10
1,100,1,6.822961e+10
1,100,2,3.200799e+10
1,100,3,9.787104e+09
1,100,1,9.364057e+10
1,100,2,4.874586e+10
1,100,3,2.114475e+10
1,100,1,1.276664e+11
1,100,2,6.920377e+10
1,100,3,3.271201e+10
1,100,1,7.537083e+10
1,100,2,3.443883e+10
1,100,3,1.194144e+10
