funcid,dim,milestone,error
2,100,1,7.008133e+137
2,100,2,3.637578e+130
2,100,3,6.035769e+125
2,100,1,6.091089e+150
2,100,2,1.756891e+143
2,100,3,2.185032e+136
2,100,1,3.388742e+147
2,100,2,7.271736e+141
2,100,3,8.928670e+136
2,100,1,1.917783e+146
2,100,2,4.176629e+140
2,100,3,2.235723e+134
2,100,1,4.532433e+141
2,100,2,2.993267e+134
2,100,3,2.727531e+127
2,100,1,4.345889e+142
2,100,2,1.069912e+137
2,100,3,1.152651e+132
2,100,1,5.090023e+161
2,100,2,2.488090e+154
2,100,3,7.484094e+148
2,100,1,1.905147e+154
2,100,2,3.217265e+145
2,100,3,1.642455e+139
2,100,1,4.680234e+152
2,100,2,7.967418e+142
2,100,3,8.189352e+134
2,100,1,1.257797e+142
2,100,2,2.033576e+135
2,100,3,9.066989e+128
2,100,1,3.083834e+145
2,100,2,1.986700e+140
2,100,3,6.568195e+135
2,100,1,7.902676e+143
2,100,2,1.312926e+137
2,100,3,3.780738e+130
2,100,1,3.114699e+161
2,100,2,7.924454e+152
2,100,3,5.867132e+144
2,100,1,8.673724e+147
2,100,2,8.224923e+140
2,100,3,1.743598e+134
2,100,1,8.952127e+149
2,100,2,2.056764e+138
2,100,3,5.846707e+129
2,100,1,1.517266e+145
2,100,2,1.886427e+135
2,100,3,9.616875e+128
2,100,1,1.948058e+142
2,100,2,4.815261e+135
2,100,3,4.355341e+129
2,100,1,1.771255e+162
2,100,2,2.054955e+156
2,100,3,6.573247e+150
2,100,1,6.236428e+148
2,100,2,2.281767e+141
2,100,3,2.164480e+135
2,100,1,1.014254e+141
2,100,2,1.409766e+135
2,100,3,1.451713e+131
2,100,1,1.848489e+154
2,100,2,6.317981e+147
2,100,3,2.435185e+142
2,100,1,2.229142e+152
2,100,2,5.574734e+140
2,100,3,1.333573e+133
2,100,1,4.969258e+147
2,100,2,4.892870e+140
2,100,3,1.667873e+134
2,100,1,5.331608e+153
2,100,2,6.809468e+146
2,100,3,5.644089e+141
2,100,1,1.319423e+134
2,100,2,8.712207e+124
2,100,3,2.166132e+119
