funcid,dim,milestone,error
16,100,1,6.363220e+03
16,100,2,5.823718e+03
16,100,3,5.639609e+03
16,100,1,5.615023e+03
16,100,2,4.832802e+03
16,100,3,4.629432e+03
16,100,1,5.034002e+03
16,100,2,4.422731e+03
16,100,3,4.324041e+03
16,100,1,6.905447e+03
16,100,2,6.378314e+03
16,100,3,6.075595e+03
16,100,1,6.907627e+03
16,100,2,6.333055e+03
16,100,3,6.084200e+03
16,100,1,4.238310e+03
16,100,2,3.983810e+03
16,100,3,3.867397e+03
16,100,1,6.877653e+03
16,100,2,6.384124e+03
16,100,3,6.163341e+03
16,100,1,7.278436e+03
16,100,2,6.732875e+03
16,100,3,6.562017e+03
16,100,1,6.400932e+03
16,100,2,5.793436e+03
16,100,3,5.603040e+03
16,100,1,4.999247e+03
16,100,2,4.427915e+03
16,100,3,4.234541e+03
16,100,1,6.501988e+03
16,100,2,5.516351e+03
16,100,3,5.184357e+03
16,100,1,7.982135e+03
16,100,2,6.954844e+03
16,100,3,6.378445e+03
16,100,1,5.380237e+03
16,100,2,4.568003e+03
16,100,3,4.315739e+03
16,100,1,5.210651e+03
16,100,2,4.700637e+03
16,100,3,4.475729e+03
16,100,1,8.470537e+03
16,100,2,7.060176e+03
16,100,3,6.600366e+03
16,100,1,4.847378e+03
16,100,2,4.546132e+03
16,100,3,4.435387e+03
16,100,1,4.784872e+03
16,100,2,4.281915e+03
16,100,3,4.156638e+03
16,100,1,4.354335e+03
16,100,2,3.801755e+03
16,100,3,3.645445e+03
16,100,1,7.426674e+03
16,100,2,7.133982e+03
16,100,3,6.996913e+03
16,100,1,5.567594e+03
16,100,2,5.110145e+03
16,100,3,4.891508e+03
16,100,1,6.901877e+03
16,100,2,6.081078e+03
16,100,3,5.818123e+03
16,100,1,5.817999e+03
16,100,2,5.018242e+03
16,100,3,4.860753e+03
16,100,1,7.648084e+03
16,100,2,6.487960e+03
16,100,3,6.143009e+03
16,100,1,5.166728e+03
16,100,2,4.165210e+03
16,100,3,3.875501e+03
16,100,1,5.347909e+03
16,100,2,5.107654e+03
16,100,3,4.998251e+03
