funcid,dim,milestone,error
29,100,1,7.934558e+03
29,100,2,6.958921e+03
29,100,3,6.508582e+03
29,100,1,9.468241e+03
29,100,2,6.792350e+03
29,100,3,5.842639e+03
29,100,1,6.681850e+03
29,100,2,6.212325e+03
29,100,3,6.034054e+03
29,100,1,8.186531e+03
29,100,2,6.786781e+03
29,100,3,6.338123e+03
29,100,1,7.909330e+03
29,100,2,6.514242e+03
29,100,3,6.116202e+03
29,100,1,8.017646e+03
29,100,2,6.964947e+03
29,100,3,6.582567e+03
29,100,1,7.037849e+03
29,100,2,6.695111e+03
29,100,3,6.498072e+03
29,100,1,1.879698e+04
29,100,2,1.149722e+04
29,100,3,8.863096e+03
29,100,1,8.293008e+03
29,100,2,7.542930e+03
29,100,3,7.187216e+03
29,100,1,8.457358e+03
29,100,2,7.127301e+03
29,100,3,6.644589e+03
29,100,1,7.924669e+03
29,100,2,6.595969e+03
29,100,3,6.103615e+03
29,100,1,9.653745e+03
29,100,2,7.736010e+03
29,100,3,7.014106e+03
29,100,1,6.507363e+03
29,100,2,5.560830e+03
29,100,3,5.267273e+03
29,100,1,9.815961e+03
29,100,2,8.395152e+03
29,100,3,7.833357e+03
29,100,1,9.015207e+03
29,100,2,7.550058e+03
29,100,3,6.785549e+03
29,100,1,9.221292e+03
29,100,2,7.251518e+03
29,100,3,6.656354e+03
29,100,1,8.434520e+03
29,100,2,7.266048e+03
29,100,3,6.616284e+03
29,100,1,9.569524e+03
29,100,2,7.868788e+03
29,100,3,7.090380e+03
29,100,1,7.708950e+03
29,100,2,6.968711e+03
29,100,3,6.496704e+03
29,100,1,5.739456e+03
29,100,2,5.177344e+03
29,100,3,4.926585e+03
29,100,1,1.285667e+04
29,100,2,8.690336e+03
29,100,3,7.411130e+03
29,100,1,7.607709e+03
29,100,2,6.347649e+03
29,100,3,5.992205e+03
29,100,1,9.757040e+03
29,100,2,8.161058e+03
29,100,3,7.578450e+03
29,100,1,5.405858e+03
29,100,2,4.953621e+03
29,100,3,4.843510e+03
29,100,1,6.974798e+03
29,100,2,6.157707e+03
29,100,3,5.818154e+03
