funcid,dim,milestone,error
14,100,1,1.022500e+07
14,100,2,1.496133e+06
14,100,3,6.756254e+05
14,100,1,2.025493e+07
14,100,2,1.077324e+07
14,100,3,5.678887e+06
14,100,1,3.587558e+07
14,100,2,1.001863e+07
14,100,3,4.204435e+06
14,100,1,6.031139e+07
14,100,2,2.576826e+07
14,100,3,8.565638e+06
14,100,1,6.273122e+07
14,100,2,1.921152e+07
14,100,3,6.013213e+06
14,100,1,1.222440e+07
14,100,2,3.643338e+06
14,100,3,1.351110e+06
14,100,1,3.283200e+07
14,100,2,1.516033e+07
14,100,3,9.458791e+06
14,100,1,1.814375e+07
14,100,2,8.264377e+06
14,100,3,4.737673e+06
14,100,1,6.609533e+06
14,100,2,2.254264e+06
14,100,3,1.050668e+06
14,100,1,1.755203e+07
14,100,2,5.041756e+06
14,100,3,2.652373e+06
14,100,1,1.342703e+07
14,100,2,4.212154e+06
14,100,3,1.978920e+06
14,100,1,1.588363e+07
14,100,2,3.813303e+06
14,100,3,1.540801e+06
14,100,1,1.041660e+07
14,100,2,4.122435e+06
14,100,3,2.174479e+06
14,100,1,3.049815e+07
14,100,2,1.647431e+07
14,100,3,9.271745e+06
14,100,1,1.320600e+07
14,100,2,5.456127e+06
14,100,3,2.849174e+06
14,100,1,6.961929e+07
14,100,2,2.511446e+07
14,100,3,7.863334e+06
14,100,1,3.788946e+06
14,100,2,2.426315e+06
14,100,3,1.732333e+06
14,100,1,2.694655e+07
14,100,2,1.558355e+07
14,100,3,8.866508e+06
14,100,1,6.003987e+07
14,100,2,1.858269e+07
14,100,3,6.978745e+06
14,100,1,4.352302e+07
14,100,2,1.468568e+07
14,100,3,7.758345e+06
14,100,1,5.844007e+07
14,100,2,2.004316e+07
14,100,3,8.605928e+06
14,100,1,1.407154e+07
14,100,2,7.724489e+06
14,100,3,4.598779e+06
14,100,1,7.836174e+07
14,100,2,3.150384e+07
14,100,3,1.254353e+07
14,100,1,4.205455e+07
14,100,2,5.430725e+06
14,100,3,2.364404e+06
14,100,1,9.623365e+06
14,100,2,3.841445e+06
14,100,3,1.614005e+06
