funcid,dim,milestone,error
10,100,1,1.848717e+04
10,100,2,1.759361e+04
10,100,3,1.725556e+04
10,100,1,1.836316e+04
10,100,2,1.776035e+04
10,100,3,1.769155e+04
10,100,1,1.839162e+04
10,100,2,1.789361e+04
10,100,3,1.783927e+04
10,100,1,1.878990e+04
10,100,2,1.808712e+04
10,100,3,1.804039e+04
10,100,1,1.599512e+04
10,100,2,1.537092e+04
10,100,3,1.531854e+04
10,100,1,1.713982e+04
10,100,2,1.704251e+04
10,100,3,1.702757e+04
10,100,1,1.894987e+04
10,100,2,1.677593e+04
10,100,3,1.657926e+04
10,100,1,1.733744e+04
10,100,2,1.693678e+04
10,100,3,1.677753e+04
10,100,1,1.802522e+04
10,100,2,1.648853e+04
10,100,3,1.632887e+04
10,100,1,1.406692e+04
10,100,2,1.392855e+04
10,100,3,1.391189e+04
10,100,1,1.622585e+04
10,100,2,1.530873e+04
10,100,3,1.526982e+04
10,100,1,1.851007e+04
10,100,2,1.763925e+04
10,100,3,1.750788e+04
10,100,1,1.501868e+04
10,100,2,1.425184e+04
10,100,3,1.421386e+04
10,100,1,1.572271e+04
10,100,2,1.500070e+04
10,100,3,1.490851e+04
10,100,1,1.772147e+04
10,100,2,1.704187e+04
10,100,3,1.699825e+04
10,100,1,1.910585e+04
10,100,2,1.852935e+04
10,100,3,1.849195e+04
10,100,1,1.775815e+04
10,100,2,1.710968e+04
10,100,3,1.701136e+04
10,100,1,1.673461e+04
10,100,2,1.648795e+04
10,100,3,1.645874e+04
10,100,1,1.659493e+04
10,100,2,1.577832e+04
10,100,3,1.544917e+04
10,100,1,1.748494e+04
10,100,2,1.693999e+04
10,100,3,1.691856e+04
10,100,1,1.600645e+04
10,100,2,1.568989e+04
10,100,3,1.568045e+04
10,100,1,1.747618e+04
10,100,2,1.647246e+04
10,100,3,1.639839e+04
10,100,1,1.629490e+04
10,100,2,1.588935e+04
10,100,3,1.586552e+04
10,100,1,1.492628e+04
10,100,2,1.434599e+04
10,100,3,1.430369e+04
10,100,1,1.638459e+04
10,100,2,1.626621e+04
10,100,3,1.625516e+04
