funcid,dim,milestone,error
8,100,1,4.802312e+02
8,100,2,4.571051e+02
8,100,3,4.566632e+02
8,100,1,9.607600e+02
8,100,2,9.481348e+02
8,100,3,9.477265e+02
8,100,1,7.131084e+02
8,100,2,7.051350e+02
8,100,3,7.046439e+02
8,100,1,6.353035e+02
8,100,2,6.188367e+02
8,100,3,6.183921e+02
8,100,1,8.559407e+02
8,100,2,8.293439e+02
8,100,3,8.287233e+02
8,100,1,5.386586e+02
8,100,2,5.047848e+02
8,100,3,5.043756e+02
8,100,1,9.277783e+02
8,100,2,9.185283e+02
8,100,3,9.180965e+02
8,100,1,9.050756e+02
8,100,2,8.925586e+02
8,100,3,8.921572e+02
8,100,1,6.711081e+02
8,100,2,6.571055e+02
8,100,3,6.566911e+02
8,100,1,7.056085e+02
8,100,2,6.859991e+02
8,100,3,6.853404e+02
8,100,1,9.023467e+02
8,100,2,8.877018e+02
8,100,3,8.873179e+02
8,100,1,6.550503e+02
8,100,2,6.424101e+02
8,100,3,6.420186e+02
8,100,1,5.608911e+02
8,100,2,5.494846e+02
8,100,3,5.490059e+02
8,100,1,6.492504e+02
8,100,2,6.378803e+02
8,100,3,6.374874e+02
8,100,1,9.148549e+02
8,100,2,8.976216e+02
8,100,3,8.971727e+02
8,100,1,8.279121e+02
8,100,2,8.211001e+02
8,100,3,8.205823e+02
8,100,1,5.422528e+02
8,100,2,5.232316e+02
8,100,3,5.227366e+02
8,100,1,6.089721e+02
8,100,2,5.950516e+02
8,100,3,5.947101e+02
8,100,1,7.408404e+02
8,100,2,7.050256e+02
8,100,3,7.042238e+02
8,100,1,6.225651e+02
8,100,2,6.162265e+02
8,100,3,6.157740e+02
8,100,1,8.487894e+02
8,100,2,8.271373e+02
8,100,3,8.265429e+02
8,100,1,6.936602e+02
8,100,2,6.854820e+02
8,100,3,6.851083e+02
8,100,1,6.729962e+02
8,100,2,6.653053e+02
8,100,3,6.648267e+02
8,100,1,6.756461e+02
8,100,2,6.615205e+02
8,100,3,6.609676e+02
8,100,1,6.074544e+02
8,100,2,5.953915e+02
8,100,3,5.947738e+02
