funcid,dim,milestone,error
24,100,1,2.504215e+03
24,100,2,2.497246e+03
24,100,3,2.496766e+03
24,100,1,2.023743e+03
24,100,2,1.998203e+03
24,100,3,1.970009e+03
24,100,1,2.372994e+03
24,100,2,2.367180e+03
24,100,3,2.366674e+03
24,100,1,2.356915e+03
24,100,2,2.347415e+03
24,100,3,2.347006e+03
24,100,1,2.915956e+03
24,100,2,2.898076e+03
24,100,3,2.897540e+03
24,100,1,2.780766e+03
24,100,2,2.760612e+03
24,100,3,2.759967e+03
24,100,1,2.278631e+03
24,100,2,2.241616e+03
24,100,3,2.241058e+03
24,100,1,3.278610e+03
24,100,2,3.256498e+03
24,100,3,3.233660e+03
24,100,1,2.643750e+03
24,100,2,2.611010e+03
24,100,3,2.610485e+03
24,100,1,2.726607e+03
24,100,2,2.711330e+03
24,100,3,2.711102e+03
24,100,1,3.665107e+03
24,100,2,3.654617e+03
24,100,3,3.654072e+03
24,100,1,1.857938e+03
24,100,2,1.851202e+03
24,100,3,1.850804e+03
24,100,1,2.555603e+03
24,100,2,2.549386e+03
24,100,3,2.548863e+03
24,100,1,3.025818e+03
24,100,2,2.974512e+03
24,100,3,2.973938e+03
24,100,1,2.885246e+03
24,100,2,2.870886e+03
24,100,3,2.870286e+03
24,100,1,2.368384e+03
24,100,2,2.351211e+03
24,100,3,2.350902e+03
24,100,1,2.548511e+03
24,100,2,2.544146e+03
24,100,3,2.543724e+03
24,100,1,2.724756e+03
24,100,2,2.714334e+03
24,100,3,2.713669e+03
24,100,1,2.839431e+03
24,100,2,2.833734e+03
24,100,3,2.833301e+03
24,100,1,2.469827e+03
24,100,2,2.457033e+03
24,100,3,2.456445e+03
24,100,1,3.125024e+03
24,100,2,3.068812e+03
24,100,3,3.068515e+03
24,100,1,2.421779e+03
24,100,2,2.413045e+03
24,100,3,2.412475e+03
24,100,1,2.626639e+03
24,100,2,2.619631e+03
24,100,3,2.619297e+03
24,100,1,2.215120e+03
24,100,2,2.203574e+03
24,100,3,2.202962e+03
24,100,1,2.102540e+03
24,100,2,2.094969e+03
24,100,3,2.094598e+03
