funcid,dim,milestone,error
7,100,1,2.546291e+03
7,100,2,2.530580e+03
7,100,3,2.524708e+03
7,100,1,3.411536e+03
7,100,2,3.396877e+03
7,100,3,3.390844e+03
7,100,1,3.687542e+03
7,100,2,3.675341e+03
7,100,3,3.673074e+03
7,100,1,2.886112e+03
7,100,2,2.868517e+03
7,100,3,2.867296e+03
7,100,1,3.015748e+03
7,100,2,2.994870e+03
7,100,3,2.991607e+03
7,100,1,3.019663e+03
7,100,2,3.002931e+03
7,100,3,3.000679e+03
7,100,1,5.907462e+03
7,100,2,5.889830e+03
7,100,3,5.886841e+03
7,100,1,2.334503e+03
7,100,2,2.320455e+03
7,100,3,2.315538e+03
7,100,1,2.921169e+03
7,100,2,2.907627e+03
7,100,3,2.903223e+03
7,100,1,3.315806e+03
7,100,2,3.297832e+03
7,100,3,3.294955e+03
7,100,1,3.059300e+03
7,100,2,3.042132e+03
7,100,3,3.038087e+03
7,100,1,3.652268e+03
7,100,2,3.639445e+03
7,100,3,3.635105e+03
7,100,1,3.312507e+03
7,100,2,3.301114e+03
7,100,3,3.297019e+03
7,100,1,2.854102e+03
7,100,2,2.842488e+03
7,100,3,2.836668e+03
7,100,1,2.676560e+03
7,100,2,2.667247e+03
7,100,3,2.662093e+03
7,100,1,3.241698e+03
7,100,2,3.227987e+03
7,100,3,3.226770e+03
7,100,1,3.558620e+03
7,100,2,3.544297e+03
7,100,3,3.541192e+03
7,100,1,3.172720e+03
7,100,2,3.159596e+03
7,100,3,3.154432e+03
7,100,1,3.623371e+03
7,100,2,3.605013e+03
7,100,3,3.602821e+03
7,100,1,4.261430e+03
7,100,2,4.250095e+03
7,100,3,4.245857e+03
7,100,1,5.215970e+03
7,100,2,5.199952e+03
7,100,3,5.195713e+03
7,100,1,2.928522e+03
7,100,2,2.912410e+03
7,100,3,2.909451e+03
7,100,1,2.794221e+03
7,100,2,2.774282e+03
7,100,3,2.770811e+03
7,100,1,3.729250e+03
7,100,2,3.709786e+03
7,100,3,3.706668e+03
7,100,1,3.077306e+03
7,100,2,3.062113e+03
7,100,3,3.056072e+03
