funcid,dim,milestone,error
17,100,1,4.145657e+03
17,100,2,4.075301e+03
17,100,3,4.048085e+03
17,100,1,4.631511e+03
17,100,2,3.735863e+03
17,100,3,3.660701e+03
17,100,1,8.259966e+03
17,100,2,4.238075e+03
17,100,3,4.115254e+03
17,100,1,4.056403e+03
17,100,2,3.770910e+03
17,100,3,3.712560e+03
17,100,1,3.335990e+03
17,100,2,3.270194e+03
17,100,3,3.262936e+03
17,100,1,9.691865e+03
17,100,2,5.349495e+03
17,100,3,5.263627e+03
17,100,1,5.348062e+03
17,100,2,5.073926e+03
17,100,3,4.953442e+03
17,100,1,4.130305e+03
17,100,2,3.785895e+03
17,100,3,3.767886e+03
17,100,1,3.673187e+03
17,100,2,3.435823e+03
17,100,3,3.408634e+03
17,100,1,4.711066e+03
17,100,2,4.648001e+03
17,100,3,4.634680e+03
17,100,1,5.613253e+03
17,100,2,4.911064e+03
17,100,3,4.793659e+03
17,100,1,3.736733e+03
17,100,2,3.475671e+03
17,100,3,3.463885e+03
17,100,1,3.602486e+03
17,100,2,3.272820e+03
17,100,3,3.257713e+03
17,100,1,1.544680e+04
17,100,2,5.647983e+03
17,100,3,5.290725e+03
17,100,1,4.223417e+03
17,100,2,3.929495e+03
17,100,3,3.870670e+03
17,100,1,6.012720e+03
17,100,2,5.034203e+03
17,100,3,5.010102e+03
17,100,1,3.522553e+03
17,100,2,3.276177e+03
17,100,3,3.264388e+03
17,100,1,4.518121e+03
17,100,2,4.291964e+03
17,100,3,4.257437e+03
17,100,1,4.160671e+03
17,100,2,3.962645e+03
17,100,3,3.929803e+03
17,100,1,4.788956e+03
17,100,2,4.623525e+03
17,100,3,4.612997e+03
17,100,1,3.476811e+03
17,100,2,3.410016e+03
17,100,3,3.400016e+03
17,100,1,4.072117e+03
17,100,2,3.993883e+03
17,100,3,3.979348e+03
17,100,1,4.466219e+03
17,100,2,4.377893e+03
17,100,3,4.369381e+03
17,100,1,3.130210e+03
17,100,2,3.027106e+03
17,100,3,2.986057e+03
17,100,1,4.207550e+03
17,100,2,4.067892e+03
17,100,3,4.027624e+03
