funcid,dim,milestone,error
30,100,1,1.670232e+09
30,100,2,2.138721e+08
30,100,3,4.487708e+07
30,100,1,2.075078e+09
30,100,2,2.140312e+08
30,100,3,8.884476e+07
30,100,1,1.287167e+09
30,100,2,1.475944e+08
30,100,3,4.050372e+07
30,100,1,2.596974e+09
30,100,2,4.830385e+08
30,100,3,1.674703e+08
30,100,1,1.993590e+09
30,100,2,1.782002e+08
30,100,3,7.224444e+07
30,100,1,1.474911e+09
30,100,2,3.534234e+08
30,100,3,1.738048e+08
30,100,1,9.942526e+08
30,100,2,2.351161e+08
30,100,3,7.243095e+07
30,100,1,1.492351e+09
30,100,2,2.520987e+08
30,100,3,6.248235e+07
30,100,1,1.668468e+08
30,100,2,6.077174e+07
30,100,3,3.250479e+07
30,100,1,3.642620e+09
30,100,2,5.581475e+08
30,100,3,1.812228e+08
30,100,1,1.406524e+09
30,100,2,2.969105e+08
30,100,3,9.877497e+07
30,100,1,2.228222e+09
30,100,2,3.064971e+08
30,100,3,7.788142e+07
30,100,1,1.872769e+09
30,100,2,5.624950e+08
30,100,3,2.288313e+08
30,100,1,1.055144e+09
30,100,2,8.448929e+07
30,100,3,2.044665e+07
30,100,1,2.208363e+09
30,100,2,1.940275e+08
30,100,3,5.103325e+07
30,100,1,3.805201e+08
30,100,2,8.158893e+07
30,100,3,1.801347e+07
30,100,1,2.535416e+09
30,100,2,2.430747e+08
30,100,3,4.718060e+07
30,100,1,7.893652e+08
30,100,2,1.574431e+08
30,100,3,3.689185e+07
30,100,1,5.165106e+08
30,100,2,1.190446e+08
30,100,3,2.645891e+07
30,100,1,3.742434e+09
30,100,2,9.655169e+08
30,100,3,3.546439e+08
30,100,1,7.292558e+08
30,100,2,9.522084e+07
30,100,3,2.460166e+07
30,100,1,2.107976e+09
30,100,2,3.290167e+08
30,100,3,7.434051e+07
30,100,1,6.797816e+08
30,100,2,9.664933e+07
30,100,3,3.054851e+07
30,100,1,3.422098e+09
30,100,2,3.221301e+08
30,100,3,9.282663e+07
30,100,1,5.505686e+08
30,100,2,1.620337e+08
30,100,3,7.904926e+07
