funcid,dim,milestone,error
20,100,1,3.244666e+03
20,100,2,3.235514e+03
20,100,3,3.232588e+03
20,100,1,3.206930e+03
20,100,2,3.105886e+03
20,100,3,3.094930e+03
20,100,1,4.402404e+03
20,100,2,4.324932e+03
20,100,3,4.316742e+03
20,100,1,4.454510e+03
20,100,2,4.365244e+03
20,100,3,4.342511e+03
20,100,1,4.742441e+03
20,100,2,4.624623e+03
20,100,3,4.592712e+03
20,100,1,4.280720e+03
20,100,2,4.053189e+03
20,100,3,4.050246e+03
20,100,1,4.150010e+03
20,100,2,4.138536e+03
20,100,3,4.135624e+03
20,100,1,3.703906e+03
20,100,2,3.670624e+03
20,100,3,3.649018e+03
20,100,1,4.737471e+03
20,100,2,4.720064e+03
20,100,3,4.717760e+03
20,100,1,4.734168e+03
20,100,2,4.681916e+03
20,100,3,4.663370e+03
20,100,1,3.616786e+03
20,100,2,3.569106e+03
20,100,3,3.556716e+03
20,100,1,4.355728e+03
20,100,2,4.345653e+03
20,100,3,4.342091e+03
20,100,1,3.412692e+03
20,100,2,3.233606e+03
20,100,3,3.200110e+03
20,100,1,4.438010e+03
20,100,2,4.410971e+03
20,100,3,4.397432e+03
20,100,1,3.418703e+03
20,100,2,3.327767e+03
20,100,3,3.308479e+03
20,100,1,3.566200e+03
20,100,2,3.519855e+03
20,100,3,3.492653e+03
20,100,1,3.972253e+03
20,100,2,3.832794e+03
20,100,3,3.790676e+03
20,100,1,3.394356e+03
20,100,2,3.378985e+03
20,100,3,3.377446e+03
20,100,1,3.925623e+03
20,100,2,3.796002e+03
20,100,3,3.779805e+03
20,100,1,4.572958e+03
20,100,2,4.479571e+03
20,100,3,4.438080e+03
20,100,1,4.154065e+03
20,100,2,4.097651e+03
20,100,3,4.093204e+03
20,100,1,3.367396e+03
20,100,2,3.309552e+03
20,100,3,3.296325e+03
20,100,1,3.911191e+03
20,100,2,3.824114e+03
20,100,3,3.777848e+03
20,100,1,3.893085e+03
20,100,2,3.807165e+03
20,100,3,3.771394e+03
20,100,1,4.618760e+03
20,100,2,4.558259e+03
20,100,3,4.543513e+03
