funcid,dim,milestone,error
5,100,1,5.789824e+02
5,100,2,5.550176e+02
5,100,3,5.544222e+02
5,100,1,6.660171e+02
5,100,2,6.569755e+02
5,100,3,6.565694e+02
5,100,1,5.963491e+02
5,100,2,5.931640e+02
5,100,3,5.929167e+02
5,100,1,7.122667e+02
5,100,2,7.092210e+02
5,100,3,7.088989e+02
5,100,1,8.555552e+02
5,100,2,8.238806e+02
5,100,3,8.231053e+02
5,100,1,7.277431e+02
5,100,2,7.056244e+02
5,100,3,7.053258e+02
5,100,1,7.341266e+02
5,100,2,7.254230e+02
5,100,3,7.250594e+02
5,100,1,6.112087e+02
5,100,2,6.030861e+02
5,100,3,6.026871e+02
5,100,1,7.400085e+02
5,100,2,7.072359e+02
5,100,3,7.064633e+02
5,100,1,6.683078e+02
5,100,2,6.521127e+02
5,100,3,6.516567e+02
5,100,1,6.638375e+02
5,100,2,6.550003e+02
5,100,3,6.546206e+02
5,100,1,8.585915e+02
5,100,2,8.362417e+02
5,100,3,8.356465e+02
5,100,1,7.270907e+02
5,100,2,7.166813e+02
5,100,3,7.161019e+02
5,100,1,6.967945e+02
5,100,2,6.815812e+02
5,100,3,6.810489e+02
5,100,1,8.662309e+02
5,100,2,8.573338e+02
5,100,3,8.569982e+02
5,100,1,9.392210e+02
5,100,2,9.313826e+02
5,100,3,9.310691e+02
5,100,1,7.237830e+02
5,100,2,7.007264e+02
5,100,3,7.002873e+02
5,100,1,7.243098e+02
5,100,2,7.151434e+02
5,100,3,7.147251e+02
5,100,1,6.999397e+02
5,100,2,6.834249e+02
5,100,3,6.830767e+02
5,100,1,5.918679e+02
5,100,2,5.679583e+02
5,100,3,5.673108e+02
5,100,1,9.595266e+02
5,100,2,9.380648e+02
5,100,3,9.374551e+02
5,100,1,7.584457e+02
5,100,2,7.431318e+02
5,100,3,7.427237e+02
5,100,1,5.686747e+02
5,100,2,5.473028e+02
5,100,3,5.469902e+02
5,100,1,6.298935e+02
5,100,2,6.129402e+02
5,100,3,6.122563e+02
5,100,1,6.957513e+02
5,100,2,6.840631e+02
5,100,3,6.837190e+02
