funcid,dim,milestone,error
27,100,1,1.661373e+03
27,100,2,1.578307e+03
27,100,3,1.564449e+03
27,100,1,1.872495e+03
27,100,2,1.718887e+03
27,100,3,1.686685e+03
27,100,1,1.947059e+03
27,100,2,1.798246e+03
27,100,3,1.787518e+03
27,100,1,1.616023e+03
27,100,2,1.538260e+03
27,100,3,1.490760e+03
27,100,1,1.833694e+03
27,100,2,1.611999e+03
27,100,3,1.559178e+03
27,100,1,3.401132e+03
27,100,2,3.261843e+03
27,100,3,3.244954e+03
27,100,1,2.452702e+03
27,100,2,2.365063e+03
27,100,3,2.348473e+03
27,100,1,3.378397e+03
27,100,2,3.006819e+03
27,100,3,2.892480e+03
27,100,1,1.777161e+03
27,100,2,1.613254e+03
27,100,3,1.567649e+03
27,100,1,2.453437e+03
27,100,2,2.378108e+03
27,100,3,2.359794e+03
27,100,1,2.503182e+03
27,100,2,2.379451e+03
27,100,3,2.357132e+03
27,100,1,2.013086e+03
27,100,2,1.899179e+03
27,100,3,1.814800e+03
27,100,1,1.691937e+03
27,100,2,1.649912e+03
27,100,3,1.622730e+03
27,100,1,2.080692e+03
27,100,2,2.027405e+03
27,100,3,2.024877e+03
27,100,1,2.612671e+03
27,100,2,2.456536e+03
27,100,3,2.394373e+03
27,100,1,2.738872e+03
27,100,2,2.316308e+03
27,100,3,2.217799e+03
27,100,1,2.576125e+03
27,100,2,2.352005e+03
27,100,3,2.334854e+03
27,100,1,2.177687e+03
27,100,2,1.986262e+03
27,100,3,1.918242e+03
27,100,1,1.809574e+03
27,100,2,1.689130e+03
27,100,3,1.650422e+03
27,100,1,2.698533e+03
27,100,2,2.444019e+03
27,100,3,2.359845e+03
27,100,1,2.325658e+03
27,100,2,2.257536e+03
27,100,3,2.255716e+03
27,100,1,1.692972e+03
27,100,2,1.575622e+03
27,100,3,1.565129e+03
27,100,1,2.266034e+03
27,100,2,2.034091e+03
27,100,3,1.947040e+03
27,100,1,2.425423e+03
27,100,2,2.316507e+03
27,100,3,2.311803e+03
27,100,1,1.682395e+03
27,100,2,1.507216e+03
27,100,3,1.466263e+03
