dim,population,mean_error,median_error,min_error,max_error,num_funcs
30,20,1143230357.345533,1075.218105898468,0.10536453925698197,34296458181.0,30
30,50,12639.499543703187,756.7626740777232,0.19274424245986665,180111.26611212178,30
30,100,34433.57118484238,539.1907864488801,1.1266924633812039,714048.4510732142,30
