dim,population,mean_error,median_error,min_error,max_error,num_funcs
100,20,209181.0644182087,4878.084452937509,73.5830773461131,2793587.917700512,30
100,50,184865.13693968387,3964.148474840229,37.29242982025835,4343209.051241101,30
100,100,168713.51892874978,3598.492419805473,34.743101267078714,3505795.584371967,30
