estrategia,x_pct,train_time_s
acumulativo,20,0.3174318149594553
acumulativo,40,4.322538604574838
acumulativo,60,9.221590692975584
acumulativo,80,22.760944165857023
no_acumulativo,20,0.23720276485626388
no_acumulativo,40,0.42257542794591635
no_acumulativo,60,0.6167284388649065
no_acumulativo,80,0.6747986783472871
