estrategia,x_pct,train_time_s,train_time_s_max
acumulativo,20,0.2067427110821739,0.2592455228954992
acumulativo,40,1.4503304111996507,2.1056139982972
acumulativo,60,1.2036913494454708,1.3872355906721936
acumulativo,80,3.968622212441261,7.8602038357936435
no_acumulativo,20,0.2417301276996975,0.34541238967657967
no_acumulativo,40,0.26505488474561156,0.31081526135277077
no_acumulativo,60,0.4711333025761217,0.8392767476000111
no_acumulativo,80,0.3311625647927738,0.4410760588761346
