funcid,dim,milestone,error
23,100,1,1.436864e+03
23,100,2,1.364713e+03
23,100,3,1.363290e+03
23,100,5,1.362568e+03
23,100,10,1.362308e+03
23,100,20,1.362094e+03
23,100,30,1.361989e+03
23,100,40,1.361989e+03
23,100,50,1.361955e+03
23,100,60,1.361945e+03
23,100,70,1.361930e+03
23,100,80,1.361897e+03
23,100,90,1.361881e+03
23,100,100,1.361881e+03
