funcid,dim,milestone,error
15,100,1,8.110314e+04
15,100,2,6.014090e+04
15,100,3,5.062035e+04
15,100,5,3.545209e+04
15,100,10,1.651611e+04
15,100,20,4.658899e+03
15,100,30,1.475696e+03
15,100,40,9.777322e+02
15,100,50,8.366219e+02
15,100,60,7.698968e+02
15,100,70,7.449378e+02
15,100,80,7.329406e+02
15,100,90,7.320555e+02
15,100,100,7.313852e+02
