,p75_cd100_rt25,p25_cd100_rt75,p25_cd500_rt25,p50_cd50_rt75,p25_cd100_rt25,p25_cd500_rt50,p25_cd500_rt75,p25_cd50_rt25,p25_cd50_rt50,p25_cd50_rt75,p50_cd500_rt25,p50_cd500_rt75,p50_cd50_rt25,p75_cd100_rt75,p75_cd500_rt25,p75_cd500_rt50,p75_cd500_rt75,p75_cd50_rt25,p75_cd50_rt50,p75_cd50_rt75
F03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F05,5.2633230625,10.6941894,8.4396663,11.9167747,6.7486619,9.395161,11.6932729,8.0636646,10.5344192,8.065463099999999,5.9861005,7.727059300000001,11.2952814,8.5943476,5.330655399999999,5.5324044,10.1693774,8.2663283,6.8732959,6.084322
F09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F15,0.09995378449166666,0.088441263105,0.1321543264067,0.061783332054,0.1040868266067,0.140527391979,0.152065591692,0.0732798644044,0.069123730379,0.071348585705,0.091720497038,0.10758558264,0.089570177242,0.08488892212,0.1139025382,0.20188901634,0.10670576962,0.1886946309,0.07029446357,0.07820373037
F19,0.155829564,0.007772728,7.280560000000001e-06,0.1576352,0.007772728,0.001943182,0.005829546,0.001943182,0.011688844,0.00971591,0.005962998799999999,0.005829546,0.153886364,0.157772746,0.034305154,0.00971591,0.003886364000295585,0.155829564,0.005829546000363797,0.165407946
F24,336.52651,290.20906,312.15343,312.45025,337.63038,337.2359,335.2311,312.58601,336.32846,312.26834,336.91165,313.29806,316.09434,335.68067,312.40469,336.87966,335.61199,335.66019,335.11244,334.77832
F27,389.05012,389.313,389.4577,389.34326,389.26208,389.4155,389.42738,389.43205,389.39451,389.41328,389.33415,389.34326,389.35031,389.19215,389.37391,389.2082799999999,389.32955,389.37846,389.313,389.4876399999999
Best,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
