,p50_cd500_rt75,p25_cd100_rt25,p25_cd500_rt75,p50_cd50_rt25,p75_cd500_rt25,p75_cd500_rt75,p25_cd100_rt75,p25_cd500_rt25,p25_cd500_rt50,p25_cd50_rt25,p25_cd50_rt50,p25_cd50_rt75,p50_cd500_rt25,p50_cd50_rt75,p75_cd100_rt25,p75_cd100_rt75,p75_cd500_rt50,p75_cd50_rt25,p75_cd50_rt50,p75_cd50_rt75
F03,0.00157929618,0.00190280468,0.002417427186,0.0006499541200000001,0.00180924234,0.00180033057,0.002194504925,0.00178565839,0.00123277056,0.00153414049,0.00176173704,0.002592001818,0.0007227154189999999,0.001185135948,0.00206182396,0.001674100992,0.00143711395,0.00170953182,0.00124510276,0.00147119782
F05,22.187531,21.690057,19.302166,21.075329,16.7152837,17.710241,21.690058,19.899139,19.302166,17.4117453,17.4117454,17.4117454,22.187531,21.075329,20.496113,20.496112,17.710241,20.0981275,20.0981271,20.0981271
F09,46.56627089,27.6317962994,26.55068883,40.35071531,33.4560517,40.8246067,37.91133931340234,37.525947390309,42.94674222374,33.63732561368001,35.6129019,39.8510309,51.1359974506044,61.8602854,32.43517924,60.5147148,39.54224604,38.13372905999999,43.85726399412,45.8359689
F15,3353.97456,5996.00267,5832.384520000001,3583.25108,3465.470663,5129.934670000001,4403.89882,4618.577670000001,3936.37739,3733.40347,5008.969650000001,5957.71982,4362.81858,3998.04601,4196.22561,4089.68491,3808.04925,4193.71423,4430.796850000001,7907.54387
F19,1691.933045,523.6488529999999,1731.1802127,1624.439599,736.932326,1245.113887,1978.240012,1545.397883,619.214964,2040.134602,1207.400209,583.879763,1916.180076,2109.073371,2213.030626,1787.735393,1148.83606,1971.61866,840.716026,3574.61405
F24,254.1372,280.70316,300.38193,287.52977,283.2129,283.21337,280.70316,277.00515,300.17519,266.48272,266.48272,266.48278,254.13755,312.36917,300.63437,300.63424,283.21285,255.65644,255.6562,255.65637
F27,398.54803,400.13131,398.75311,397.72443,397.58866,396.32441,397.65559,398.75592,398.1619,397.89821,397.0121,398.13153,398.79701,398.00634,397.95601,399.45538,396.34002,398.6666,398.49643,398.02322
Best,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
