funcid,dim,milestone,error
16,50,1,3.097997e+03
16,50,2,2.447591e+03
16,50,3,2.278847e+03
16,50,5,2.144081e+03
16,50,10,2.063093e+03
16,50,20,1.990287e+03
16,50,30,1.964495e+03
16,50,40,1.964389e+03
16,50,50,1.964291e+03
16,50,60,1.964189e+03
16,50,70,1.963890e+03
16,50,80,1.963701e+03
16,50,90,1.963395e+03
16,50,100,1.962904e+03
