funcid,dim,milestone,error
28,100,1,9.189886e+03
28,100,2,4.473418e+03
28,100,3,2.576284e+03
28,100,1,7.574571e+03
28,100,2,2.493806e+03
28,100,3,1.474999e+03
28,100,1,1.074214e+04
28,100,2,5.028465e+03
28,100,3,2.580832e+03
28,100,1,7.444613e+03
28,100,2,3.646065e+03
28,100,3,1.984841e+03
28,100,1,8.502670e+03
28,100,2,4.636546e+03
28,100,3,3.202505e+03
28,100,1,6.584081e+03
28,100,2,2.368517e+03
28,100,3,1.254975e+03
28,100,1,7.874150e+03
28,100,2,3.355877e+03
28,100,3,1.696018e+03
28,100,1,7.711721e+03
28,100,2,3.011067e+03
28,100,3,1.858594e+03
28,100,1,8.016200e+03
28,100,2,3.473976e+03
28,100,3,1.728398e+03
28,100,1,7.791207e+03
28,100,2,3.229875e+03
28,100,3,1.809352e+03
28,100,1,6.676863e+03
28,100,2,2.418625e+03
28,100,3,1.398232e+03
28,100,1,7.041092e+03
28,100,2,3.459779e+03
28,100,3,2.289404e+03
28,100,1,8.308674e+03
28,100,2,2.692341e+03
28,100,3,1.479812e+03
28,100,1,1.082581e+04
28,100,2,4.551688e+03
28,100,3,2.389105e+03
28,100,1,6.154486e+03
28,100,2,2.258851e+03
28,100,3,1.253502e+03
28,100,1,9.090098e+03
28,100,2,2.831196e+03
28,100,3,1.515400e+03
28,100,1,6.303135e+03
28,100,2,2.376291e+03
28,100,3,1.291066e+03
28,100,1,1.079499e+04
28,100,2,5.147329e+03
28,100,3,2.930617e+03
28,100,1,8.517718e+03
28,100,2,2.813057e+03
28,100,3,1.558940e+03
28,100,1,1.180583e+04
28,100,2,5.821711e+03
28,100,3,3.189246e+03
28,100,1,9.550799e+03
28,100,2,2.740750e+03
28,100,3,1.443063e+03
28,100,1,4.895038e+03
28,100,2,1.869712e+03
28,100,3,1.172027e+03
28,100,1,5.819015e+03
28,100,2,2.689253e+03
28,100,3,1.824067e+03
28,100,1,6.634999e+03
28,100,2,2.649668e+03
28,100,3,1.499681e+03
28,100,1,6.641640e+03
28,100,2,3.190405e+03
28,100,3,1.855649e+03
