funcid,dim,milestone,error
27,100,1,1.218133e+03
27,100,2,8.562813e+02
27,100,3,7.749309e+02
27,100,1,1.413482e+03
27,100,2,9.383858e+02
27,100,3,7.860619e+02
27,100,1,1.780065e+03
27,100,2,1.106355e+03
27,100,3,9.218402e+02
27,100,1,1.693411e+03
27,100,2,1.104109e+03
27,100,3,9.532552e+02
27,100,1,1.644471e+03
27,100,2,9.637343e+02
27,100,3,7.652185e+02
27,100,1,1.445357e+03
27,100,2,1.024603e+03
27,100,3,8.928274e+02
27,100,1,1.425556e+03
27,100,2,9.346872e+02
27,100,3,8.339586e+02
27,100,1,1.384110e+03
27,100,2,9.748302e+02
27,100,3,8.078448e+02
27,100,1,1.555500e+03
27,100,2,1.065349e+03
27,100,3,9.246331e+02
27,100,1,1.262099e+03
27,100,2,9.552746e+02
27,100,3,8.594473e+02
27,100,1,1.361221e+03
27,100,2,1.030306e+03
27,100,3,7.793000e+02
27,100,1,1.422182e+03
27,100,2,8.773926e+02
27,100,3,7.549382e+02
27,100,1,1.704797e+03
27,100,2,1.040186e+03
27,100,3,8.607932e+02
27,100,1,1.722909e+03
27,100,2,8.949336e+02
27,100,3,7.459344e+02
27,100,1,1.403404e+03
27,100,2,9.092546e+02
27,100,3,8.330654e+02
27,100,1,1.649445e+03
27,100,2,1.071785e+03
27,100,3,8.435330e+02
27,100,1,1.240394e+03
27,100,2,9.524151e+02
27,100,3,8.435893e+02
27,100,1,1.705547e+03
27,100,2,9.239284e+02
27,100,3,8.055909e+02
27,100,1,1.294401e+03
27,100,2,9.049601e+02
27,100,3,7.598683e+02
27,100,1,1.373035e+03
27,100,2,9.438599e+02
27,100,3,7.814553e+02
27,100,1,1.609282e+03
27,100,2,1.128440e+03
27,100,3,8.862423e+02
27,100,1,1.487985e+03
27,100,2,9.906233e+02
27,100,3,8.250493e+02
27,100,1,1.297991e+03
27,100,2,9.002518e+02
27,100,3,8.167012e+02
27,100,1,1.588314e+03
27,100,2,9.220611e+02
27,100,3,7.914807e+02
27,100,1,1.608402e+03
27,100,2,1.051467e+03
27,100,3,8.561950e+02
