funcid,dim,milestone,error
19,100,1,1.248454e+07
19,100,2,2.743580e+04
19,100,3,4.621080e+03
19,100,1,4.194997e+06
19,100,2,1.254973e+04
19,100,3,1.030127e+04
19,100,1,3.774086e+06
19,100,2,2.140135e+03
19,100,3,5.759879e+02
19,100,1,2.240685e+06
19,100,2,2.635046e+03
19,100,3,8.322628e+02
19,100,1,1.786720e+07
19,100,2,2.770951e+04
19,100,3,5.055667e+03
19,100,1,3.539885e+06
19,100,2,3.231609e+04
19,100,3,2.629809e+04
19,100,1,6.177489e+06
19,100,2,4.509794e+03
19,100,3,5.894132e+02
19,100,1,5.391110e+06
19,100,2,3.533990e+03
19,100,3,1.877807e+03
19,100,1,6.083862e+06
19,100,2,8.235601e+03
19,100,3,5.516815e+02
19,100,1,8.849551e+06
19,100,2,4.327596e+03
19,100,3,5.383464e+02
19,100,1,5.419207e+06
19,100,2,7.270161e+03
19,100,3,1.391677e+03
19,100,1,6.749035e+06
19,100,2,1.082955e+04
19,100,3,4.288131e+03
19,100,1,4.210874e+06
19,100,2,2.025734e+03
19,100,3,3.545976e+02
19,100,1,4.778134e+06
19,100,2,4.018575e+03
19,100,3,4.576632e+02
19,100,1,1.656279e+07
19,100,2,1.663558e+04
19,100,3,4.653547e+02
19,100,1,2.472913e+06
19,100,2,4.576216e+03
19,100,3,1.619808e+03
19,100,1,7.023499e+06
19,100,2,8.011624e+03
19,100,3,2.138439e+03
19,100,1,6.331125e+06
19,100,2,1.193126e+04
19,100,3,6.150552e+03
19,100,1,1.843831e+06
19,100,2,4.108616e+03
19,100,3,3.249475e+03
19,100,1,1.060653e+07
19,100,2,9.715196e+04
19,100,3,1.897758e+03
19,100,1,1.291760e+07
19,100,2,2.480180e+04
19,100,3,2.738031e+03
19,100,1,9.097571e+06
19,100,2,7.508135e+03
19,100,3,6.194007e+02
19,100,1,1.199323e+07
19,100,2,1.243158e+04
19,100,3,2.718795e+03
19,100,1,6.859955e+06
19,100,2,8.972143e+03
19,100,3,4.956874e+03
19,100,1,3.173975e+07
19,100,2,3.085785e+04
19,100,3,2.459733e+03
