funcid,dim,milestone,error
17,100,1,6.431899e+03
17,100,2,6.148924e+03
17,100,3,5.921899e+03
17,100,1,6.679018e+03
17,100,2,6.198332e+03
17,100,3,5.859082e+03
17,100,1,6.706444e+03
17,100,2,6.380154e+03
17,100,3,6.380154e+03
17,100,1,6.270685e+03
17,100,2,6.030316e+03
17,100,3,6.030316e+03
17,100,1,5.933924e+03
17,100,2,5.494077e+03
17,100,3,5.494077e+03
17,100,1,6.709860e+03
17,100,2,6.709860e+03
17,100,3,6.281189e+03
17,100,1,6.585279e+03
17,100,2,5.782220e+03
17,100,3,5.782220e+03
17,100,1,6.113869e+03
17,100,2,5.299013e+03
17,100,3,5.299013e+03
17,100,1,6.249027e+03
17,100,2,6.046026e+03
17,100,3,6.046026e+03
17,100,1,6.416582e+03
17,100,2,6.416582e+03
17,100,3,6.416582e+03
17,100,1,6.539133e+03
17,100,2,5.812468e+03
17,100,3,5.812468e+03
17,100,1,6.933837e+03
17,100,2,6.424165e+03
17,100,3,5.941315e+03
17,100,1,6.862250e+03
17,100,2,6.132641e+03
17,100,3,6.132641e+03
17,100,1,6.787808e+03
17,100,2,6.513762e+03
17,100,3,6.370370e+03
17,100,1,6.401253e+03
17,100,2,5.711135e+03
17,100,3,5.711135e+03
17,100,1,6.204334e+03
17,100,2,6.110004e+03
17,100,3,6.078858e+03
17,100,1,6.382350e+03
17,100,2,5.992707e+03
17,100,3,5.924586e+03
17,100,1,6.438699e+03
17,100,2,6.438699e+03
17,100,3,5.612072e+03
17,100,1,5.261824e+03
17,100,2,5.261824e+03
17,100,3,5.261824e+03
17,100,1,6.342592e+03
17,100,2,6.107173e+03
17,100,3,5.927475e+03
17,100,1,6.455962e+03
17,100,2,5.792644e+03
17,100,3,5.792644e+03
17,100,1,6.204585e+03
17,100,2,6.023108e+03
17,100,3,5.550404e+03
17,100,1,6.146758e+03
17,100,2,6.030204e+03
17,100,3,5.832739e+03
17,100,1,6.578943e+03
17,100,2,6.336686e+03
17,100,3,5.875540e+03
17,100,1,6.112526e+03
17,100,2,6.026761e+03
17,100,3,6.026761e+03
