funcid,dim,milestone,error
10,100,1,3.255736e+04
10,100,2,3.091266e+04
10,100,3,3.091266e+04
10,100,1,3.308554e+04
10,100,2,3.016599e+04
10,100,3,3.016599e+04
10,100,1,3.155907e+04
10,100,2,3.155907e+04
10,100,3,3.155907e+04
10,100,1,3.207230e+04
10,100,2,3.207230e+04
10,100,3,3.207230e+04
10,100,1,3.209901e+04
10,100,2,3.209901e+04
10,100,3,3.209901e+04
10,100,1,3.183063e+04
10,100,2,3.111721e+04
10,100,3,3.111721e+04
10,100,1,3.281418e+04
10,100,2,3.211548e+04
10,100,3,3.127754e+04
10,100,1,3.272658e+04
10,100,2,3.272658e+04
10,100,3,3.213888e+04
10,100,1,3.199194e+04
10,100,2,3.092424e+04
10,100,3,3.092424e+04
10,100,1,3.223161e+04
10,100,2,3.210459e+04
10,100,3,3.210459e+04
10,100,1,3.176289e+04
10,100,2,3.176289e+04
10,100,3,3.176289e+04
10,100,1,3.195868e+04
10,100,2,3.195868e+04
10,100,3,3.195868e+04
10,100,1,3.238686e+04
10,100,2,3.238686e+04
10,100,3,3.191118e+04
10,100,1,3.219896e+04
10,100,2,3.064999e+04
10,100,3,3.064999e+04
10,100,1,3.137689e+04
10,100,2,3.137689e+04
10,100,3,3.137689e+04
10,100,1,3.214312e+04
10,100,2,3.067971e+04
10,100,3,3.067971e+04
10,100,1,3.346344e+04
10,100,2,3.191158e+04
10,100,3,3.188246e+04
10,100,1,3.298314e+04
10,100,2,3.239761e+04
10,100,3,3.167889e+04
10,100,1,3.310260e+04
10,100,2,3.249789e+04
10,100,3,3.249789e+04
10,100,1,3.200172e+04
10,100,2,3.163897e+04
10,100,3,3.163897e+04
10,100,1,3.277005e+04
10,100,2,3.216361e+04
10,100,3,3.216361e+04
10,100,1,3.295381e+04
10,100,2,3.269521e+04
10,100,3,3.217990e+04
10,100,1,3.270159e+04
10,100,2,3.132462e+04
10,100,3,3.068548e+04
10,100,1,3.256776e+04
10,100,2,3.089512e+04
10,100,3,3.089512e+04
10,100,1,3.305814e+04
10,100,2,3.179556e+04
10,100,3,3.179556e+04
