funcid,dim,milestone,error
9,100,1,2.460772e+04
9,100,2,5.651140e+03
9,100,3,2.805710e+03
9,100,1,2.455985e+04
9,100,2,1.476420e+04
9,100,3,9.483124e+03
9,100,1,2.202665e+04
9,100,2,6.223242e+03
9,100,3,4.041735e+03
9,100,1,3.333779e+04
9,100,2,1.216583e+04
9,100,3,5.583065e+03
9,100,1,2.734177e+04
9,100,2,1.371320e+04
9,100,3,6.554376e+03
9,100,1,2.417812e+04
9,100,2,9.767836e+03
9,100,3,6.402065e+03
9,100,1,2.081966e+04
9,100,2,1.055326e+04
9,100,3,6.262829e+03
9,100,1,3.441566e+04
9,100,2,8.936532e+03
9,100,3,4.279752e+03
9,100,1,3.133485e+04
9,100,2,1.670337e+04
9,100,3,1.428852e+04
9,100,1,2.474246e+04
9,100,2,1.045430e+04
9,100,3,5.751793e+03
9,100,1,2.314789e+04
9,100,2,6.942383e+03
9,100,3,2.031286e+03
9,100,1,2.843252e+04
9,100,2,8.652895e+03
9,100,3,4.735202e+03
9,100,1,2.838281e+04
9,100,2,1.479394e+04
9,100,3,1.145888e+04
9,100,1,3.476842e+04
9,100,2,1.739923e+04
9,100,3,1.134149e+04
9,100,1,3.322177e+04
9,100,2,1.739579e+04
9,100,3,1.065018e+04
9,100,1,2.542651e+04
9,100,2,1.070098e+04
9,100,3,7.695163e+03
9,100,1,2.159187e+04
9,100,2,7.949080e+03
9,100,3,5.026234e+03
9,100,1,2.281087e+04
9,100,2,9.488656e+03
9,100,3,6.050050e+03
9,100,1,2.332056e+04
9,100,2,1.778802e+04
9,100,3,1.199514e+04
9,100,1,3.043843e+04
9,100,2,1.177457e+04
9,100,3,5.182877e+03
9,100,1,3.737970e+04
9,100,2,1.739922e+04
9,100,3,1.502055e+04
9,100,1,1.728088e+04
9,100,2,4.105911e+03
9,100,3,1.790497e+03
9,100,1,2.194302e+04
9,100,2,8.416377e+03
9,100,3,3.718495e+03
9,100,1,4.015159e+04
9,100,2,2.172798e+04
9,100,3,1.147854e+04
9,100,1,3.589563e+04
9,100,2,2.364507e+04
9,100,3,2.000589e+04
