funcid,dim,milestone,error
4,100,1,3.680041e+03
4,100,2,8.853305e+02
4,100,3,5.739408e+02
4,100,1,3.874354e+03
4,100,2,9.906554e+02
4,100,3,6.390438e+02
4,100,1,3.336088e+03
4,100,2,9.449267e+02
4,100,3,5.603597e+02
4,100,1,2.742443e+03
4,100,2,8.716458e+02
4,100,3,5.564608e+02
4,100,1,2.554281e+03
4,100,2,8.435023e+02
4,100,3,5.842323e+02
4,100,1,4.176247e+03
4,100,2,1.108451e+03
4,100,3,7.053145e+02
4,100,1,2.888239e+03
4,100,2,1.027188e+03
4,100,3,6.454011e+02
4,100,1,5.699445e+03
4,100,2,1.323399e+03
4,100,3,7.174947e+02
4,100,1,4.681297e+03
4,100,2,1.174593e+03
4,100,3,6.361970e+02
4,100,1,5.029363e+03
4,100,2,1.336912e+03
4,100,3,6.719943e+02
4,100,1,3.488303e+03
4,100,2,1.181860e+03
4,100,3,7.592721e+02
4,100,1,3.626136e+03
4,100,2,9.174138e+02
4,100,3,6.118596e+02
4,100,1,4.502029e+03
4,100,2,1.070828e+03
4,100,3,6.622940e+02
4,100,1,4.238184e+03
4,100,2,1.297890e+03
4,100,3,7.592705e+02
4,100,1,3.412855e+03
4,100,2,8.751234e+02
4,100,3,5.600526e+02
4,100,1,2.965595e+03
4,100,2,1.069805e+03
4,100,3,6.888346e+02
4,100,1,3.490744e+03
4,100,2,8.819672e+02
4,100,3,6.006275e+02
4,100,1,3.560793e+03
4,100,2,7.180042e+02
4,100,3,4.673789e+02
4,100,1,2.680470e+03
4,100,2,7.949261e+02
4,100,3,5.564445e+02
4,100,1,3.792872e+03
4,100,2,9.890387e+02
4,100,3,7.253897e+02
4,100,1,5.710756e+03
4,100,2,1.389298e+03
4,100,3,8.537820e+02
4,100,1,3.182887e+03
4,100,2,8.387773e+02
4,100,3,5.014720e+02
4,100,1,4.319126e+03
4,100,2,9.276128e+02
4,100,3,5.923499e+02
4,100,1,4.160319e+03
4,100,2,1.030572e+03
4,100,3,6.649947e+02
4,100,1,5.291971e+03
4,100,2,1.389578e+03
4,100,3,9.145475e+02
