funcid,dim,milestone,error
8,100,1,1.143138e+03
8,100,2,1.072405e+03
8,100,3,1.050152e+03
8,100,1,1.163183e+03
8,100,2,1.081629e+03
8,100,3,1.081629e+03
8,100,1,1.098600e+03
8,100,2,1.047385e+03
8,100,3,1.011389e+03
8,100,1,1.179775e+03
8,100,2,1.057351e+03
8,100,3,1.011973e+03
8,100,1,1.088201e+03
8,100,2,1.019915e+03
8,100,3,9.667373e+02
8,100,1,1.109688e+03
8,100,2,1.068156e+03
8,100,3,1.017341e+03
8,100,1,1.098230e+03
8,100,2,1.035448e+03
8,100,3,1.008609e+03
8,100,1,1.161937e+03
8,100,2,1.053307e+03
8,100,3,1.043590e+03
8,100,1,1.130391e+03
8,100,2,9.365173e+02
8,100,3,9.365173e+02
8,100,1,1.102446e+03
8,100,2,1.073097e+03
8,100,3,9.871705e+02
8,100,1,1.144139e+03
8,100,2,9.786035e+02
8,100,3,9.786035e+02
8,100,1,1.162256e+03
8,100,2,1.097906e+03
8,100,3,1.072903e+03
8,100,1,1.119090e+03
8,100,2,1.037602e+03
8,100,3,9.963115e+02
8,100,1,1.033149e+03
8,100,2,1.021928e+03
8,100,3,9.686595e+02
8,100,1,1.165740e+03
8,100,2,1.022140e+03
8,100,3,9.374180e+02
8,100,1,1.114930e+03
8,100,2,1.001335e+03
8,100,3,9.868196e+02
8,100,1,1.146456e+03
8,100,2,1.068889e+03
8,100,3,9.968065e+02
8,100,1,1.064488e+03
8,100,2,9.685196e+02
8,100,3,9.628654e+02
8,100,1,1.133775e+03
8,100,2,1.020113e+03
8,100,3,9.638635e+02
8,100,1,1.134970e+03
8,100,2,1.014546e+03
8,100,3,1.002433e+03
8,100,1,1.172943e+03
8,100,2,1.082466e+03
8,100,3,1.050032e+03
8,100,1,1.021849e+03
8,100,2,9.919664e+02
8,100,3,9.345516e+02
8,100,1,1.070772e+03
8,100,2,1.018752e+03
8,100,3,9.970532e+02
8,100,1,1.152747e+03
8,100,2,1.059429e+03
8,100,3,9.932188e+02
8,100,1,1.147386e+03
8,100,2,1.052070e+03
8,100,3,1.022038e+03
