funcid,dim,milestone,error
18,100,1,2.090671e+07
18,100,2,1.570624e+07
18,100,3,3.863461e+06
18,100,1,1.353412e+07
18,100,2,4.700648e+06
18,100,3,2.310428e+06
18,100,1,1.501157e+07
18,100,2,5.632566e+06
18,100,3,1.946312e+06
18,100,1,2.777250e+07
18,100,2,8.848849e+06
18,100,3,4.617430e+06
18,100,1,2.539928e+07
18,100,2,1.441234e+07
18,100,3,1.117815e+07
18,100,1,1.788798e+07
18,100,2,6.088584e+06
18,100,3,3.172351e+06
18,100,1,1.590607e+07
18,100,2,6.546870e+06
18,100,3,2.342582e+06
18,100,1,1.164163e+07
18,100,2,7.699736e+06
18,100,3,1.788637e+06
18,100,1,1.856349e+07
18,100,2,7.401754e+06
18,100,3,3.547380e+06
18,100,1,9.375969e+06
18,100,2,4.608955e+06
18,100,3,1.906750e+06
18,100,1,1.437539e+07
18,100,2,4.695538e+06
18,100,3,2.178345e+06
18,100,1,4.097328e+07
18,100,2,1.043726e+07
18,100,3,5.777365e+06
18,100,1,3.931254e+07
18,100,2,7.384160e+06
18,100,3,3.694934e+06
18,100,1,3.345503e+07
18,100,2,7.460783e+06
18,100,3,4.823086e+06
18,100,1,3.213922e+07
18,100,2,9.500104e+06
18,100,3,5.348941e+06
18,100,1,3.174053e+07
18,100,2,5.870304e+06
18,100,3,3.353149e+06
18,100,1,1.381263e+07
18,100,2,6.870646e+06
18,100,3,3.935096e+06
18,100,1,1.837142e+07
18,100,2,7.171362e+06
18,100,3,4.813683e+06
18,100,1,1.965882e+07
18,100,2,7.780411e+06
18,100,3,2.327513e+06
18,100,1,2.932994e+07
18,100,2,5.305257e+06
18,100,3,3.639153e+06
18,100,1,1.748397e+07
18,100,2,8.967881e+06
18,100,3,2.152331e+06
18,100,1,2.271018e+07
18,100,2,6.137266e+06
18,100,3,3.940586e+06
18,100,1,2.587394e+07
18,100,2,9.070840e+06
18,100,3,5.355140e+06
18,100,1,3.708715e+07
18,100,2,1.091081e+07
18,100,3,5.833544e+06
18,100,1,1.834266e+07
18,100,2,9.840993e+06
18,100,3,3.812278e+06
