funcid,dim,milestone,error
26,100,1,1.564878e+04
26,100,2,1.395728e+04
26,100,3,1.365251e+04
26,100,1,1.621086e+04
26,100,2,1.475795e+04
26,100,3,1.460599e+04
26,100,1,1.500502e+04
26,100,2,1.413994e+04
26,100,3,1.294379e+04
26,100,1,1.561795e+04
26,100,2,1.449810e+04
26,100,3,1.331896e+04
26,100,1,1.592094e+04
26,100,2,1.456659e+04
26,100,3,1.370806e+04
26,100,1,1.517117e+04
26,100,2,1.501954e+04
26,100,3,1.450349e+04
26,100,1,1.518868e+04
26,100,2,1.403490e+04
26,100,3,1.348438e+04
26,100,1,1.410694e+04
26,100,2,1.396919e+04
26,100,3,1.324310e+04
26,100,1,1.632431e+04
26,100,2,1.464501e+04
26,100,3,1.423796e+04
26,100,1,1.513090e+04
26,100,2,1.389819e+04
26,100,3,1.299379e+04
26,100,1,1.519617e+04
26,100,2,1.371807e+04
26,100,3,1.313511e+04
26,100,1,1.543339e+04
26,100,2,1.413421e+04
26,100,3,1.382668e+04
26,100,1,1.501461e+04
26,100,2,1.378226e+04
26,100,3,1.341130e+04
26,100,1,1.613333e+04
26,100,2,1.395139e+04
26,100,3,1.341021e+04
26,100,1,1.554286e+04
26,100,2,1.431758e+04
26,100,3,1.416177e+04
26,100,1,1.548011e+04
26,100,2,1.402537e+04
26,100,3,1.397274e+04
26,100,1,1.648425e+04
26,100,2,1.433386e+04
26,100,3,1.413672e+04
26,100,1,1.623432e+04
26,100,2,1.515068e+04
26,100,3,1.400091e+04
26,100,1,1.550718e+04
26,100,2,1.392506e+04
26,100,3,1.392506e+04
26,100,1,1.718424e+04
26,100,2,1.443753e+04
26,100,3,1.443753e+04
26,100,1,1.689741e+04
26,100,2,1.495844e+04
26,100,3,1.472642e+04
26,100,1,1.496740e+04
26,100,2,1.382965e+04
26,100,3,1.367532e+04
26,100,1,1.653577e+04
26,100,2,1.432579e+04
26,100,3,1.423824e+04
26,100,1,1.565336e+04
26,100,2,1.396645e+04
26,100,3,1.344255e+04
26,100,1,1.512274e+04
26,100,2,1.303045e+04
26,100,3,1.284675e+04
