funcid,dim,milestone,error
16,100,1,8.936558e+03
16,100,2,8.936558e+03
16,100,3,8.928740e+03
16,100,1,8.766581e+03
16,100,2,8.766581e+03
16,100,3,8.766581e+03
16,100,1,9.937098e+03
16,100,2,9.640716e+03
16,100,3,9.001527e+03
16,100,1,9.208136e+03
16,100,2,8.681393e+03
16,100,3,8.431578e+03
16,100,1,9.103251e+03
16,100,2,9.103251e+03
16,100,3,9.103251e+03
16,100,1,8.947220e+03
16,100,2,8.947220e+03
16,100,3,8.870915e+03
16,100,1,1.014883e+04
16,100,2,9.594516e+03
16,100,3,8.687160e+03
16,100,1,8.765761e+03
16,100,2,8.765761e+03
16,100,3,8.745122e+03
16,100,1,9.492015e+03
16,100,2,9.321384e+03
16,100,3,8.777949e+03
16,100,1,9.331779e+03
16,100,2,8.954483e+03
16,100,3,8.954483e+03
16,100,1,9.460086e+03
16,100,2,9.200493e+03
16,100,3,9.116836e+03
16,100,1,9.978253e+03
16,100,2,9.122938e+03
16,100,3,9.122938e+03
16,100,1,1.004277e+04
16,100,2,9.433090e+03
16,100,3,9.373560e+03
16,100,1,9.565101e+03
16,100,2,9.400110e+03
16,100,3,8.622074e+03
16,100,1,9.852767e+03
16,100,2,9.719035e+03
16,100,3,9.198567e+03
16,100,1,9.588264e+03
16,100,2,8.660976e+03
16,100,3,8.562777e+03
16,100,1,9.601514e+03
16,100,2,9.601514e+03
16,100,3,8.783226e+03
16,100,1,9.334013e+03
16,100,2,9.334013e+03
16,100,3,8.690528e+03
16,100,1,9.832126e+03
16,100,2,8.949452e+03
16,100,3,8.412238e+03
16,100,1,9.875015e+03
16,100,2,9.167546e+03
16,100,3,8.496929e+03
16,100,1,9.767037e+03
16,100,2,9.767037e+03
16,100,3,9.213593e+03
16,100,1,1.001285e+04
16,100,2,9.504800e+03
16,100,3,9.029996e+03
16,100,1,9.321465e+03
16,100,2,9.321465e+03
16,100,3,8.870069e+03
16,100,1,9.431090e+03
16,100,2,9.149561e+03
16,100,3,8.494920e+03
16,100,1,9.265139e+03
16,100,2,8.644497e+03
16,100,3,8.188844e+03
