funcid,dim,milestone,error
29,100,1,8.732567e+03
29,100,2,7.648605e+03
29,100,3,7.086407e+03
29,100,1,7.689223e+03
29,100,2,6.902144e+03
29,100,3,6.501197e+03
29,100,1,7.999219e+03
29,100,2,7.192447e+03
29,100,3,6.609706e+03
29,100,1,8.194772e+03
29,100,2,7.152509e+03
29,100,3,6.867781e+03
29,100,1,7.728243e+03
29,100,2,7.226730e+03
29,100,3,6.239319e+03
29,100,1,7.337437e+03
29,100,2,7.164214e+03
29,100,3,6.683537e+03
29,100,1,7.377536e+03
29,100,2,6.877026e+03
29,100,3,6.519100e+03
29,100,1,7.921320e+03
29,100,2,6.812048e+03
29,100,3,6.222670e+03
29,100,1,8.452448e+03
29,100,2,6.924728e+03
29,100,3,6.066020e+03
29,100,1,8.075585e+03
29,100,2,6.854389e+03
29,100,3,6.826517e+03
29,100,1,8.360738e+03
29,100,2,6.995345e+03
29,100,3,6.933509e+03
29,100,1,7.261645e+03
29,100,2,6.655233e+03
29,100,3,6.324911e+03
29,100,1,8.566914e+03
29,100,2,7.459648e+03
29,100,3,6.967143e+03
29,100,1,8.610917e+03
29,100,2,7.221325e+03
29,100,3,7.221325e+03
29,100,1,8.087991e+03
29,100,2,7.298415e+03
29,100,3,6.629473e+03
29,100,1,8.197622e+03
29,100,2,7.276046e+03
29,100,3,6.898763e+03
29,100,1,7.670026e+03
29,100,2,6.412341e+03
29,100,3,6.412341e+03
29,100,1,8.267942e+03
29,100,2,7.367882e+03
29,100,3,6.852008e+03
29,100,1,8.422333e+03
29,100,2,6.711577e+03
29,100,3,6.283313e+03
29,100,1,7.947701e+03
29,100,2,6.343801e+03
29,100,3,6.343801e+03
29,100,1,7.734963e+03
29,100,2,7.173139e+03
29,100,3,6.478084e+03
29,100,1,7.388279e+03
29,100,2,7.357418e+03
29,100,3,6.554005e+03
29,100,1,8.762892e+03
29,100,2,8.143994e+03
29,100,3,7.699561e+03
29,100,1,8.016696e+03
29,100,2,7.110734e+03
29,100,3,7.110734e+03
29,100,1,7.753328e+03
29,100,2,7.359590e+03
29,100,3,6.524086e+03
