funcid,dim,milestone,error
3,100,1,8.098569e+05
3,100,2,8.098569e+05
3,100,3,6.629468e+05
3,100,1,9.029789e+05
3,100,2,8.625658e+05
3,100,3,8.603431e+05
3,100,1,9.635492e+05
3,100,2,9.017124e+05
3,100,3,8.870422e+05
3,100,1,1.175212e+06
3,100,2,9.883314e+05
3,100,3,9.883314e+05
3,100,1,8.262562e+05
3,100,2,7.717911e+05
3,100,3,7.717911e+05
3,100,1,1.017875e+06
3,100,2,1.017875e+06
3,100,3,1.013393e+06
3,100,1,8.191946e+05
3,100,2,7.840779e+05
3,100,3,6.723081e+05
3,100,1,8.819734e+05
3,100,2,7.101705e+05
3,100,3,7.101705e+05
3,100,1,7.021726e+05
3,100,2,7.021726e+05
3,100,3,7.021726e+05
3,100,1,9.144379e+05
3,100,2,9.144379e+05
3,100,3,7.815226e+05
3,100,1,8.324872e+05
3,100,2,8.324872e+05
3,100,3,7.456913e+05
3,100,1,8.755198e+05
3,100,2,8.629632e+05
3,100,3,6.623603e+05
3,100,1,8.758606e+05
3,100,2,8.650747e+05
3,100,3,8.636159e+05
3,100,1,8.939091e+05
3,100,2,8.939091e+05
3,100,3,8.464900e+05
3,100,1,1.058057e+06
3,100,2,1.058057e+06
3,100,3,9.695027e+05
3,100,1,7.928023e+05
3,100,2,7.928023e+05
3,100,3,7.928023e+05
3,100,1,9.472174e+05
3,100,2,7.968831e+05
3,100,3,7.968831e+05
3,100,1,9.642670e+05
3,100,2,9.013767e+05
3,100,3,7.834794e+05
3,100,1,8.453834e+05
3,100,2,7.710572e+05
3,100,3,7.234192e+05
3,100,1,9.635272e+05
3,100,2,7.843753e+05
3,100,3,7.843753e+05
3,100,1,8.346697e+05
3,100,2,8.346697e+05
3,100,3,8.346697e+05
3,100,1,8.841391e+05
3,100,2,8.841391e+05
3,100,3,6.856224e+05
3,100,1,6.240299e+05
3,100,2,6.240299e+05
3,100,3,6.240299e+05
3,100,1,9.205482e+05
3,100,2,8.300272e+05
3,100,3,8.300272e+05
3,100,1,9.387217e+05
3,100,2,9.191527e+05
3,100,3,8.006779e+05
