funcid,dim,milestone,error
14,100,1,5.810058e+06
14,100,2,7.155970e+05
14,100,3,4.298779e+05
14,100,1,4.843237e+06
14,100,2,1.814601e+06
14,100,3,1.373422e+06
14,100,1,8.321644e+06
14,100,2,3.674664e+06
14,100,3,1.716690e+06
14,100,1,6.102502e+06
14,100,2,7.628786e+05
14,100,3,4.980341e+05
14,100,1,9.957280e+06
14,100,2,1.823007e+06
14,100,3,1.104338e+06
14,100,1,4.184896e+06
14,100,2,6.797247e+05
14,100,3,4.283374e+05
14,100,1,4.447286e+06
14,100,2,8.889649e+05
14,100,3,6.497422e+05
14,100,1,2.816092e+06
14,100,2,8.022155e+05
14,100,3,5.063980e+05
14,100,1,4.059639e+06
14,100,2,8.756454e+05
14,100,3,6.052058e+05
14,100,1,6.277264e+06
14,100,2,3.047028e+06
14,100,3,1.043943e+06
14,100,1,6.025987e+06
14,100,2,1.501761e+06
14,100,3,8.656882e+05
14,100,1,3.734055e+06
14,100,2,7.262820e+05
14,100,3,4.146754e+05
14,100,1,4.324159e+06
14,100,2,6.939307e+05
14,100,3,4.268546e+05
14,100,1,4.506438e+06
14,100,2,2.433060e+06
14,100,3,1.598711e+06
14,100,1,3.004395e+06
14,100,2,7.411289e+05
14,100,3,4.538172e+05
14,100,1,3.678301e+06
14,100,2,4.313634e+05
14,100,3,1.932278e+05
14,100,1,1.640939e+07
14,100,2,4.657545e+06
14,100,3,1.317095e+06
14,100,1,6.192130e+06
14,100,2,1.710527e+06
14,100,3,1.139925e+06
14,100,1,5.762692e+06
14,100,2,1.716576e+06
14,100,3,1.128104e+06
14,100,1,9.465051e+06
14,100,2,2.138077e+06
14,100,3,1.556809e+06
14,100,1,4.890557e+06
14,100,2,7.408951e+05
14,100,3,4.046956e+05
14,100,1,3.312643e+06
14,100,2,7.938727e+05
14,100,3,3.507855e+05
14,100,1,7.676823e+06
14,100,2,1.201605e+06
14,100,3,8.176328e+05
14,100,1,3.224005e+06
14,100,2,8.600205e+05
14,100,3,6.118569e+05
14,100,1,3.523632e+06
14,100,2,1.490232e+06
14,100,3,1.019193e+06
