funcid,dim,milestone,error
24,100,1,2.097305e+03
24,100,2,1.964308e+03
24,100,3,1.920920e+03
24,100,1,2.127512e+03
24,100,2,1.982519e+03
24,100,3,1.942869e+03
24,100,1,2.059750e+03
24,100,2,1.939818e+03
24,100,3,1.939818e+03
24,100,1,2.090955e+03
24,100,2,1.922883e+03
24,100,3,1.888993e+03
24,100,1,2.022382e+03
24,100,2,1.932869e+03
24,100,3,1.880886e+03
24,100,1,2.248669e+03
24,100,2,2.128503e+03
24,100,3,1.971897e+03
24,100,1,2.072312e+03
24,100,2,1.959058e+03
24,100,3,1.923526e+03
24,100,1,2.085839e+03
24,100,2,1.895500e+03
24,100,3,1.799552e+03
24,100,1,2.124912e+03
24,100,2,2.000517e+03
24,100,3,1.843346e+03
24,100,1,2.306810e+03
24,100,2,2.076535e+03
24,100,3,1.942900e+03
24,100,1,2.134704e+03
24,100,2,1.957624e+03
24,100,3,1.891658e+03
24,100,1,2.306370e+03
24,100,2,2.137271e+03
24,100,3,2.052385e+03
24,100,1,2.047157e+03
24,100,2,1.902586e+03
24,100,3,1.847791e+03
24,100,1,2.092283e+03
24,100,2,2.009091e+03
24,100,3,1.957377e+03
24,100,1,2.114942e+03
24,100,2,1.946996e+03
24,100,3,1.916308e+03
24,100,1,2.154776e+03
24,100,2,1.914249e+03
24,100,3,1.856613e+03
24,100,1,2.168694e+03
24,100,2,2.014606e+03
24,100,3,1.879036e+03
24,100,1,2.070458e+03
24,100,2,1.956764e+03
24,100,3,1.918892e+03
24,100,1,2.075908e+03
24,100,2,2.052732e+03
24,100,3,1.884320e+03
24,100,1,2.132075e+03
24,100,2,1.928664e+03
24,100,3,1.870133e+03
24,100,1,1.996534e+03
24,100,2,1.809622e+03
24,100,3,1.805843e+03
24,100,1,2.264974e+03
24,100,2,2.129081e+03
24,100,3,2.060079e+03
24,100,1,2.154471e+03
24,100,2,1.943023e+03
24,100,3,1.916585e+03
24,100,1,2.140045e+03
24,100,2,1.980428e+03
24,100,3,1.860039e+03
24,100,1,2.171435e+03
24,100,2,2.005801e+03
24,100,3,1.923245e+03
