funcid,dim,milestone,error
1,100,1,2.284151e+11
1,100,2,1.192617e+11
1,100,3,5.310647e+10
1,100,5,3.791724e+08
1,100,10,8.978530e+05
1,100,20,4.865969e+05
1,100,30,3.906498e+05
1,100,40,2.767059e+05
1,100,50,2.324808e+05
1,100,60,2.199641e+05
1,100,70,1.943941e+05
1,100,80,1.884682e+05
1,100,90,1.784218e+05
1,100,100,1.719837e+05
