Configuración,20,40,60,80,100
DE,3.016667,2.983333,3.450000,3.766667,4.016667
DE-1,4.316667,4.783333,4.650000,4.550000,4.550000
DE-3,4.050000,3.950000,3.350000,3.450000,3.583333
DE-5,3.516667,3.716667,3.583333,3.250000,3.283333
DE-7,3.033333,2.966667,3.116667,3.150000,3.050000
DE-10,3.066667,2.600000,2.850000,2.833333,2.516667
