Configuración,20,40,60,80,100
SHADE,3.200000,3.083333,3.033333,3.266667,3.550000
SHADE-1,4.600000,4.450000,4.516667,4.583333,4.583333
SHADE-3,4.000000,3.916667,3.883333,3.750000,3.716667
SHADE-5,3.183333,3.633333,3.583333,3.450000,3.283333
SHADE-7,2.883333,3.166667,3.250000,3.116667,2.950000
SHADE-10,3.133333,2.750000,2.733333,2.833333,2.916667
