funcid,dim,milestone,error
24,10,1,3.929523e+02
24,10,2,3.789917e+02
24,10,3,3.717378e+02
24,10,5,3.628821e+02
24,10,10,3.628821e+02
24,10,20,3.628821e+02
24,10,30,3.586483e+02
24,10,40,3.574194e+02
24,10,50,3.311380e+02
24,10,60,3.311380e+02
24,10,70,3.311380e+02
24,10,80,3.311380e+02
24,10,90,3.311380e+02
24,10,100,3.311380e+02
