funcid,dim,milestone,error
5,10,1,8.469886e+01
5,10,2,4.459851e+01
5,10,3,4.459851e+01
5,10,5,4.459851e+01
5,10,10,3.936836e+01
5,10,20,3.936836e+01
5,10,30,2.721321e+01
5,10,40,2.721321e+01
5,10,50,1.773175e+01
5,10,60,7.401464e+00
5,10,70,3.979836e+00
5,10,80,3.979836e+00
5,10,90,3.979836e+00
5,10,100,3.979836e+00
