evaluaciones,generacion,min,promedio,desv_std,mediana,max,mejor_hasta_ahora,tiempo_s
100,0,51028810.0,53533213.1,1158081.3222039763,53395160.0,56311012.0,51028810.0,0.020464667002670467
102,1,51028810.0,53486994.3,1138358.8428565178,53368618.0,55822070.0,51028810.0,0.020978500004275702
104,2,51028810.0,53450106.04,1121740.0433629882,53333435.0,55798504.0,51028810.0,0.021498750007594936
106,3,51028810.0,53429555.62,1097082.1539562,53333435.0,55730012.0,51028810.0,0.02202995900006499
108,4,51028810.0,53405194.64,1072501.1823352692,53315436.0,55659338.0,51028810.0,0.022536333999596536
110,5,51028810.0,53367339.48,1058992.5267550333,53309608.0,55492668.0,51028810.0,0.023059958999510854
112,6,51028810.0,53348427.68,1037538.2198544291,53309608.0,55462666.0,51028810.0,0.023573375001433305
114,7,51028810.0,53318832.9,1018849.3367933995,53300846.0,55361700.0,51028810.0,0.02409579200320877
116,8,51028810.0,53297333.84,997984.6065355791,53269263.0,55351516.0,51028810.0,0.02454300000681542
118,9,51028810.0,53270456.84,978298.3731072716,53238894.0,55323716.0,51028810.0,0.02507004200015217
120,10,51028810.0,53243046.76,958586.2753173042,53230623.0,55273532.0,51028810.0,0.025579042005119845
122,11,51028810.0,53217660.96,937867.8521720842,53225435.0,55156858.0,51028810.0,0.026087792008183897
124,12,51028810.0,53187424.82,923491.5450656207,53217297.0,55006282.0,51028810.0,0.026530542003456503
126,13,51028810.0,53155509.12,915193.4289267737,53211794.0,54988200.0,51028810.0,0.02697200000693556
128,14,51028810.0,53130605.32,898719.5359318821,53209287.0,54957902.0,51028810.0,0.027496167007484473
130,15,51028810.0,53113307.0,879830.9124268595,53209287.0,54867812.0,51028810.0,0.027951125011895783
132,16,51028810.0,53077923.12,879710.1358542287,53187633.0,54856482.0,51028810.0,0.028392834006808698
134,17,51028810.0,53061690.06,861530.4571278467,53187633.0,54822148.0,51028810.0,0.02883466701314319
136,18,51028810.0,53044962.66,843231.7270080891,53158947.0,54813090.0,51028810.0,0.029344792012125254
138,19,51028810.0,53018534.92,828690.9224104446,53145539.0,54773774.0,51028810.0,0.02986237501318101
140,20,51028810.0,52997491.62,810367.7108789908,53128348.0,54622272.0,51028810.0,0.030367459010449238
142,21,51028810.0,52970758.28,800360.3497647304,53100590.0,54576484.0,51028810.0,0.030859209000482224
144,22,51028810.0,52938048.34,800908.4734635815,53081823.0,54442060.0,51028810.0,0.03135712500079535
146,23,51028810.0,52908646.54,799121.5184792288,53051183.0,54408472.0,51028810.0,0.03186825000739191
148,24,51028810.0,52886778.78,787617.4507389687,53000216.0,54297052.0,51028810.0,0.032361834004404955
150,25,51028810.0,52857037.72,789951.7340611145,52959798.0,54286798.0,51028810.0,0.03285587500431575
152,26,51028810.0,52834183.98,781268.2333936532,52938344.0,54236730.0,51028810.0,0.03326400001242291
154,27,51028810.0,52824050.4,769493.7834923426,52938344.0,54161938.0,51028810.0,0.03382337500806898
156,28,51028810.0,52802445.26,761919.6876288027,52906518.0,54057654.0,51028810.0,0.034236625011544675
158,29,51028810.0,52788788.2,751466.3676728853,52878185.0,54054262.0,51028810.0,0.034803959002601914
160,30,51028810.0,52788788.2,751466.3676728853,52878185.0,54054262.0,51028810.0,0.03532991700922139
162,31,51028810.0,52788036.26,750236.3340759579,52878185.0,53988222.0,51028810.0,0.03588204200787004
164,32,51028810.0,52788036.26,750236.3340759579,52878185.0,53988222.0,51028810.0,0.03637412500393111
166,33,51028810.0,52769480.98,743236.5271057927,52805468.0,53979068.0,51028810.0,0.03692350001074374
168,34,51028810.0,52754264.02,733833.8312704584,52720202.0,53959174.0,51028810.0,0.03747012501116842
170,35,51028810.0,52743884.5,723992.4216132859,52720202.0,53943222.0,51028810.0,0.03799004200845957
172,36,51028810.0,52728325.4,714709.9244093089,52703812.0,53906278.0,51028810.0,0.03852916700998321
174,37,51028810.0,52716966.54,704856.8826780004,52703812.0,53901266.0,51028810.0,0.03904991700255778
176,38,51028810.0,52691248.12,708088.1857684011,52697060.0,53884750.0,51028810.0,0.03956675001245458
178,39,51028810.0,52680010.92,697901.735126854,52697060.0,53818374.0,51028810.0,0.04009212501114234
180,40,51028810.0,52671972.48,689320.346794732,52697060.0,53800568.0,51028810.0,0.04063483400386758
182,41,51028810.0,52652113.92,685113.0234698459,52680696.0,53743462.0,51028810.0,0.041095792010310106
184,42,51028810.0,52624967.4,695042.2082359891,52666630.0,53736418.0,51028810.0,0.04154962500615511
186,43,51028810.0,52612636.72,686094.9709170893,52645056.0,53724820.0,51028810.0,0.042073750009876676
188,44,51028810.0,52604412.04,677590.2129666266,52645056.0,53688406.0,51028810.0,0.042589875010889955
190,45,51028810.0,52584419.3,674800.5138694769,52604502.0,53651634.0,51028810.0,0.04305800001020543
192,46,51028810.0,52570293.82,667052.6838677794,52582708.0,53644224.0,51028810.0,0.04359404199931305
194,47,51028810.0,52558290.44,658362.9173777988,52580203.0,53642374.0,51028810.0,0.04404758400050923
196,48,50840976.0,52530276.46,671115.6868308686,52564348.0,53601488.0,50840976.0,0.0445600840030238
198,49,50840976.0,52511152.9,667555.8800242794,52532407.0,53595614.0,50840976.0,0.04500150000967551
200,50,50840976.0,52493934.98,661540.4327572727,52508583.0,53585134.0,50840976.0,0.0454662500123959
202,51,50840976.0,52467481.86,670210.038083958,52503269.0,53495410.0,50840976.0,0.04597933401237242
204,52,50840976.0,52450674.88,665277.1925017313,52500504.0,53436004.0,50840976.0,0.04649937500653323
206,53,50840976.0,52424724.6,676847.7642176562,52497196.0,53421414.0,50840976.0,0.0469557090109447
208,54,50840976.0,52398920.22,687463.2561661399,52487718.0,53400520.0,50840976.0,0.0474721250066068
210,55,50840976.0,52386114.94,680578.9753649728,52475392.0,53389800.0,50840976.0,0.04797754200990312
212,56,50840976.0,52371168.94,674759.5842811841,52464646.0,53347436.0,50840976.0,0.04850583401275799
214,57,50840976.0,52346104.34,684511.6456408937,52452316.0,53319434.0,50840976.0,0.04894991700712126
216,58,50840976.0,52333400.04,678088.3228823796,52445573.0,53311438.0,50840976.0,0.04940750000241678
218,59,50840976.0,52320299.9,671690.8949515023,52443886.0,53307778.0,50840976.0,0.0498585000023013
220,60,50840976.0,52302196.3,669224.2779976457,52415599.0,53293914.0,50840976.0,0.05037812500086147
222,61,50840976.0,52285685.04,664907.2609400791,52383494.0,53244612.0,50840976.0,0.05089704200509004
224,62,50840976.0,52276898.24,657946.3841350162,52372804.0,53233176.0,50840976.0,0.05141020900919102
226,63,50840976.0,52268130.56,650949.3979261417,52361170.0,53233176.0,50840976.0,0.051913041999796405
228,64,50840976.0,52250817.6,648069.1724428806,52340785.0,53228070.0,50840976.0,0.05235295901366044
230,65,50840976.0,52250126.32,647062.4785354638,52340785.0,53228070.0,50840976.0,0.05285691701283213
232,66,50840976.0,52245996.8,642106.8569679037,52340785.0,53223372.0,50840976.0,0.05336912500206381
234,67,50840976.0,52231366.96,636311.8101979551,52311269.0,53222800.0,50840976.0,0.05388608400244266
236,68,50840976.0,52217877.18,629412.2138067608,52284343.0,53211794.0,50840976.0,0.05432837500120513
238,69,50840976.0,52207973.56,621436.2985187512,52255198.0,53211794.0,50840976.0,0.05484983400674537
240,70,50840976.0,52186499.12,623477.437647607,52239086.0,53206780.0,50840976.0,0.05537154201010708
242,71,50840976.0,52164719.42,625493.7810788079,52230391.0,53168486.0,50840976.0,0.05582104201312177
244,72,50840976.0,52150164.02,618866.8105966256,52221564.0,53158942.0,50840976.0,0.056353000007220544
246,73,50840976.0,52136156.34,611686.313225598,52199658.0,53149408.0,50840976.0,0.056874042013078
248,74,50840976.0,52113072.02,616551.2077872847,52174100.0,53141670.0,50840976.0,0.05731287501112092
250,75,50840976.0,52090065.08,620651.4459277394,52151780.0,53115026.0,50840976.0,0.05775000000721775
252,76,50840976.0,52078505.32,612160.7549635452,52133244.0,53086154.0,50840976.0,0.05826841700763907
254,77,50840976.0,52061833.58,607172.9744126163,52132969.0,53077492.0,50840976.0,0.058806334011023864
256,78,50840976.0,52040191.44,609152.540481944,52126343.0,53024874.0,50840976.0,0.059327750001102686
258,79,50782220.0,52017764.9,613753.0381823865,52098313.0,53014530.0,50782220.0,0.059841834008693695
260,80,50782220.0,52000913.84,609271.3344277198,52062819.0,52975558.0,50782220.0,0.060285958999884315
262,81,50782220.0,51979568.02,612136.5537723422,52049004.0,52944038.0,50782220.0,0.06072770900209434
264,82,50782220.0,51971002.34,604526.4217055234,52049004.0,52932650.0,50782220.0,0.06124525000632275
266,83,50782220.0,51956340.44,598778.0813767037,52025214.0,52921222.0,50782220.0,0.06177954201120883
268,84,50782220.0,51935537.98,601026.5073081217,52001424.0,52902352.0,50782220.0,0.06229600000369828
270,85,50782220.0,51931492.66,595844.6232706681,52001424.0,52880386.0,50782220.0,0.0627475420042174
272,86,50782220.0,51912153.14,596117.6209240761,52001424.0,52875984.0,50782220.0,0.06326466701284517
274,87,50782220.0,51891803.06,597600.7008077186,52001424.0,52815118.0,50782220.0,0.06370254200010095
276,88,50782220.0,51872061.64,599378.1312813059,51980237.0,52770392.0,50782220.0,0.06420495900965761
278,89,50782220.0,51860557.42,593032.3134307805,51953994.0,52761030.0,50782220.0,0.06472166700405069
280,90,50582998.0,51838777.1,599521.4879191153,51922069.0,52734952.0,50582998.0,0.0652667500107782
282,91,50582998.0,51837398.58,597614.7219171426,51922069.0,52705452.0,50582998.0,0.06578316701052245
284,92,50582998.0,51821777.2,595131.6618876868,51884511.0,52702172.0,50582998.0,0.06629100001009647
286,93,50582998.0,51812699.46,588520.0385585426,51873822.0,52691948.0,50582998.0,0.06673504201171454
288,94,50582998.0,51793271.9,591234.3925392281,51873822.0,52669444.0,50582998.0,0.0671907500072848
290,95,50582998.0,51786807.54,585121.6371313477,51873822.0,52663816.0,50582998.0,0.06770875000802334
292,96,50582998.0,51777298.84,578480.7963496925,51844267.0,52626296.0,50582998.0,0.0681480420025764
294,97,50582998.0,51773064.64,573781.5792703617,51844267.0,52597100.0,50582998.0,0.06866241700481623
296,98,50582998.0,51752923.62,579820.561341572,51814712.0,52582708.0,50582998.0,0.06911512500664685
298,99,50582998.0,51752923.62,579820.561341572,51814712.0,52582708.0,50582998.0,0.06964512501144782
300,100,50582998.0,51745096.14,573818.1915457373,51814712.0,52582708.0,50582998.0,0.07017375000577886
302,101,50582998.0,51745096.14,573818.1915457373,51814712.0,52582708.0,50582998.0,0.07070450000173878
304,102,50582998.0,51736872.94,567614.3920482253,51814712.0,52577698.0,50582998.0,0.07116316701285541
306,103,50582998.0,51730906.06,561851.097381465,51814712.0,52550998.0,50582998.0,0.0716893750068266
308,104,50582998.0,51719585.88,556593.1906896326,51807336.0,52513816.0,50582998.0,0.07213945900730323
310,105,50582998.0,51708458.44,551705.2257170366,51797179.0,52503350.0,50582998.0,0.07266033400082961
312,106,50551196.0,51688936.9,557737.93414853,51794398.0,52503188.0,50551196.0,0.07317979200161062
314,107,50551196.0,51676190.22,553533.1191688457,51777393.0,52497820.0,50551196.0,0.07369379200099502
316,108,50551196.0,51676190.22,553533.1191688457,51777393.0,52497820.0,50551196.0,0.07421545901161153
318,109,50551196.0,51659621.78,553488.458589546,51760388.0,52497820.0,50551196.0,0.07474720900063403
320,110,50551196.0,51646322.24,549149.4067547942,51759281.0,52496572.0,50551196.0,0.07527604200004134
322,111,50551196.0,51639324.48,542690.7768470085,51759281.0,52478864.0,50551196.0,0.07579704200907145
324,112,50387424.0,51618410.08,550181.9237391152,51735560.0,52471920.0,50387424.0,0.07630870900175069
326,113,50387424.0,51608709.68,543559.6123786034,51712946.0,52457372.0,50387424.0,0.07674766700074542
328,114,50387424.0,51597365.42,537533.897952886,51701039.0,52447260.0,50387424.0,0.0771980420104228
330,115,50387424.0,51597365.42,537533.897952886,51701039.0,52447260.0,50387424.0,0.07771604201116133
332,116,50387424.0,51578404.78,540652.0897596823,51689132.0,52443886.0,50387424.0,0.07815441700222436
334,117,50387424.0,51578404.78,540652.0897596823,51689132.0,52443886.0,50387424.0,0.07866308400116395
336,118,50387424.0,51562500.8,538345.8103665338,51689132.0,52443886.0,50387424.0,0.07916537500568666
338,119,50387424.0,51553281.4,531017.1959674,51689132.0,52387312.0,50387424.0,0.07966479200695176
340,120,50387424.0,51535388.48,532755.3649029633,51665960.0,52379676.0,50387424.0,0.08018495900614653
342,121,50387424.0,51535388.48,532755.3649029633,51665960.0,52379676.0,50387424.0,0.08071375000872649
344,122,50387424.0,51521879.82,528283.8236569501,51631379.0,52365932.0,50387424.0,0.08115370900486596
346,123,50387424.0,51504200.7,529322.3742655416,51570958.0,52356408.0,50387424.0,0.08159666700521484
348,124,50387424.0,51504200.7,529322.3742655416,51570958.0,52356408.0,50387424.0,0.08210991701344028
350,125,50387424.0,51488128.54,527599.9148218926,51511913.0,52325162.0,50387424.0,0.08254858400323428
352,126,50387424.0,51473411.8,524563.1741767239,51501880.0,52297376.0,50387424.0,0.08299420900584664
354,127,50387424.0,51463667.5,518178.3494712511,51501880.0,52271310.0,50387424.0,0.0834437920129858
356,128,50387424.0,51449841.78,514878.84647640324,51501880.0,52239086.0,50387424.0,0.08395783400919754
358,129,50387424.0,51449841.78,514878.84647640324,51501880.0,52239086.0,50387424.0,0.0844832500006305
360,130,50387424.0,51449841.78,514878.84647640324,51501880.0,52239086.0,50387424.0,0.08499229200242553
362,131,50387424.0,51435860.68,512233.2148388833,51499649.0,52239086.0,50387424.0,0.08544458400865551
364,132,50387424.0,51421879.58,509190.1058593574,51481939.0,52221696.0,50387424.0,0.0858823750022566
366,133,50387424.0,51408072.38,506025.05053482833,51442720.0,52221432.0,50387424.0,0.0863371670129709
368,134,50387424.0,51402372.54,500005.6417705587,51442720.0,52202876.0,50387424.0,0.0868372920085676
370,135,50387424.0,51396858.26,494153.37950022396,51442720.0,52177884.0,50387424.0,0.08730145900335629
372,136,50387424.0,51382345.32,492310.39028468373,51418980.0,52170316.0,50387424.0,0.08789125000475906
374,137,50387424.0,51382345.32,492310.39028468373,51418980.0,52170316.0,50387424.0,0.0884420000074897
376,138,50387424.0,51369051.92,488788.94768567913,51410026.0,52133244.0,50387424.0,0.08890816700295545
378,139,50387424.0,51356129.24,485485.7218732415,51365248.0,52133244.0,50387424.0,0.08940300000540446
380,140,50387424.0,51343206.56,481813.3929117438,51329424.0,52132694.0,50387424.0,0.08981612500792835
382,141,50387424.0,51331820.76,476445.4440151384,51329424.0,52119992.0,50387424.0,0.09027795901056379
384,142,50387424.0,51319030.6,472264.5653429018,51329424.0,52087470.0,50387424.0,0.09078325000882614
386,143,50387424.0,51306565.66,468250.8044204563,51326185.0,52076634.0,50387424.0,0.09119687500060536
388,144,50387424.0,51293291.24,465036.7803733189,51322946.0,52049004.0,50387424.0,0.09160845901351422
390,145,50387424.0,51291790.9,462833.02164684614,51322946.0,52049004.0,50387424.0,0.09214545901340898
392,146,50387424.0,51291790.9,462833.02164684614,51322946.0,52049004.0,50387424.0,0.09256412500690203
394,147,50387424.0,51277968.0,460648.26916353434,51322946.0,52023008.0,50387424.0,0.09310579200973734
396,148,50387424.0,51266272.8,456411.0393804251,51314218.0,52001424.0,50387424.0,0.0935760420106817
398,149,50387424.0,51252088.54,455383.37177713064,51305490.0,52001424.0,50387424.0,0.09397695900406688
400,150,50387424.0,51247998.36,450444.6793318247,51305490.0,52001424.0,50387424.0,0.0944636670028558
402,151,50108756.0,51229071.68,458087.78582343535,51267005.0,52001424.0,50108756.0,0.09495366700866725
404,152,50108756.0,51219832.2,451689.6976573631,51198193.0,51981010.0,50108756.0,0.09542841700022109
406,153,50108756.0,51215812.04,446658.1207557278,51198193.0,51959050.0,50108756.0,0.09597483401012141
408,154,50108756.0,51202201.74,444534.45306969446,51155590.0,51948938.0,50108756.0,0.09644504199968651
410,155,50108756.0,51190204.28,440389.5647547539,51110395.0,51898970.0,50108756.0,0.0969150000018999
412,156,50108756.0,51184706.68,434904.6848110257,51110395.0,51895200.0,50108756.0,0.09745775000192225
414,157,50108756.0,51184706.68,434904.6848110257,51110395.0,51895200.0,50108756.0,0.09798825001053046
416,158,50108756.0,51171734.88,432860.0493260906,51070913.0,51873822.0,50108756.0,0.0985132500063628
418,159,50108756.0,51158976.86,430775.20776258747,51046580.0,51873822.0,50108756.0,0.09898991700902116
420,160,50108756.0,51148648.4,425865.9557474863,51028810.0,51873822.0,50108756.0,0.09934174999943934
422,161,50108756.0,51143101.06,419955.67427379335,51028810.0,51814712.0,50108756.0,0.09979929200198967
424,162,50108756.0,51130783.92,418135.8609924693,51028810.0,51814712.0,50108756.0,0.100273209012812
426,163,50108756.0,51127413.16,413946.5227451662,51028810.0,51814712.0,50108756.0,0.10074670900939964
428,164,50108756.0,51117675.8,409088.7104585997,51028810.0,51814712.0,50108756.0,0.10127454200119246
430,165,50108756.0,51107938.44,403937.8541273477,51011462.0,51799960.0,50108756.0,0.10181041700707283
432,166,50108756.0,51095450.8,401647.272982352,50970274.0,51796796.0,50108756.0,0.10228812501009088
434,167,50108756.0,51082890.44,399150.0184031643,50943128.0,51794398.0,50108756.0,0.10277220900752582
436,168,50108756.0,51070009.6,396757.85434493923,50926550.0,51794398.0,50108756.0,0.10331104201031849
438,169,50108756.0,51063543.92,390113.0151283774,50926550.0,51760388.0,50108756.0,0.10388470900943503
440,170,50108756.0,51051452.0,387054.30786420655,50901008.0,51760388.0,50108756.0,0.1044218750030268
442,171,50108756.0,51051452.0,387054.30786420655,50901008.0,51760388.0,50108756.0,0.10493883400340565
444,172,50108756.0,51044622.76,380454.0214503487,50901008.0,51758174.0,50108756.0,0.10541962500428781
446,173,50108756.0,51036439.24,373760.04429321014,50901008.0,51712946.0,50108756.0,0.10591991701221559
448,174,50108756.0,51036439.24,373760.04429321014,50901008.0,51712946.0,50108756.0,0.10647612500179093
450,175,50108756.0,51024626.72,370847.8106866503,50871113.0,51712946.0,50108756.0,0.10695595901052002
452,176,50108756.0,51018102.54,364363.264439856,50871113.0,51689132.0,50108756.0,0.10749716700229328
454,177,50108756.0,51009620.98,358468.38683917385,50853488.0,51689132.0,50108756.0,0.10785054200096056
456,178,50108756.0,51002896.24,351905.5344385797,50853488.0,51689132.0,50108756.0,0.10840158400242217
458,179,50108756.0,50991516.88,347906.81398849544,50853488.0,51689132.0,50108756.0,0.10895120901113842
460,180,50108756.0,50986700.0,341490.15438469086,50853488.0,51651448.0,50108756.0,0.10950058400339913
462,181,50108756.0,50973240.16,341549.82665897283,50847232.0,51651448.0,50108756.0,0.10992066700418945
464,182,50108756.0,50962237.64,337219.19078242034,50840976.0,51642788.0,50108756.0,0.11039041700132657
466,183,50108756.0,50951789.96,332118.4812419785,50840976.0,51619970.0,50108756.0,0.11086375000013504
468,184,50108756.0,50951789.96,332118.4812419785,50840976.0,51619970.0,50108756.0,0.11129054200137034
470,185,50108756.0,50941570.46,327085.81991530664,50840976.0,51592406.0,50108756.0,0.11169725000218023
472,186,50108756.0,50941570.46,327085.81991530664,50840976.0,51592406.0,50108756.0,0.11224266700446606
474,187,50108756.0,50934536.36,320511.19600418076,50840976.0,51578994.0,50108756.0,0.11271716700866818
476,188,50108756.0,50924258.38,316129.77036282996,50840976.0,51521946.0,50108756.0,0.11307016700448003
478,189,50108756.0,50915019.12,312001.08602238167,50840976.0,51501880.0,50108756.0,0.11360066701308824
480,190,50108756.0,50901087.88,316555.11920230516,50840976.0,51501880.0,50108756.0,0.11412333400221542
482,191,50108756.0,50892049.28,312144.89726337284,50840976.0,51501880.0,50108756.0,0.11466191700310446
484,192,50108756.0,50885440.24,306101.1388521487,50840976.0,51501880.0,50108756.0,0.11506962501152884
