funcid,dim,milestone,error
21,10,1,1.352955e+02
21,10,2,1.311415e+02
21,10,3,1.247475e+02
21,10,5,1.165434e+02
21,10,10,1.081785e+02
21,10,20,1.046050e+02
21,10,30,1.025888e+02
21,10,40,1.008076e+02
21,10,50,1.000004e+02
21,10,60,1.000001e+02
21,10,70,1.000000e+02
21,10,80,1.000000e+02
21,10,90,1.000000e+02
21,10,100,1.000000e+02
