funcid,dim,milestone,error
9,10,1,6.393587e+02
9,10,2,4.783373e+02
9,10,3,4.771857e+02
9,10,5,4.771537e+02
9,10,10,4.736756e+02
9,10,20,4.688917e+02
9,10,30,4.688729e+02
9,10,40,4.688485e+02
9,10,50,4.688365e+02
9,10,60,4.687930e+02
9,10,70,4.687834e+02
9,10,80,4.687828e+02
9,10,90,4.687738e+02
9,10,100,4.687711e+02
