funcid,dim,milestone,error
16,10,1,3.466791e+02
16,10,2,3.206901e+02
16,10,3,3.151523e+02
16,10,5,3.069981e+02
16,10,10,3.027348e+02
16,10,20,3.022494e+02
16,10,30,3.020886e+02
16,10,40,3.020386e+02
16,10,50,3.020066e+02
16,10,60,3.019817e+02
16,10,70,3.019673e+02
16,10,80,3.019557e+02
16,10,90,3.019436e+02
16,10,100,3.019347e+02
