funcid,dim,milestone,error
15,10,1,2.010807e+03
15,10,2,1.255300e+02
15,10,3,3.413026e+01
15,10,5,1.409239e+01
15,10,10,4.599304e+00
15,10,20,6.378684e-01
15,10,30,3.361978e-01
15,10,40,3.332628e-01
15,10,50,3.332513e-01
15,10,60,3.332513e-01
15,10,70,3.332512e-01
15,10,80,3.332512e-01
15,10,90,3.332512e-01
15,10,100,3.332512e-01
