funcid,dim,milestone,error
17,10,1,1.885224e+02
17,10,2,1.885224e+02
17,10,3,1.410370e+02
17,10,5,1.157500e+02
17,10,10,5.161641e+01
17,10,20,2.410877e+01
17,10,30,1.789510e+01
17,10,40,3.365786e+00
17,10,50,1.759771e+00
17,10,60,1.639182e+00
17,10,70,1.639035e+00
17,10,80,1.639035e+00
17,10,90,1.639035e+00
17,10,100,1.639035e+00
