funcid,dim,milestone,error
22,10,1,2.337367e+02
22,10,2,1.286677e+02
22,10,3,1.121506e+02
22,10,5,1.086116e+02
22,10,10,1.042323e+02
22,10,20,1.004349e+02
22,10,30,1.003988e+02
22,10,40,1.003988e+02
22,10,50,1.003988e+02
22,10,60,1.003988e+02
22,10,70,1.003988e+02
22,10,80,1.003988e+02
22,10,90,1.003988e+02
22,10,100,1.003988e+02
