funcid,dim,milestone,error
11,10,1,4.205436e+02
11,10,2,8.781001e+01
11,10,3,3.307972e+01
11,10,5,1.459581e+01
11,10,10,9.902692e+00
11,10,20,3.904309e+00
11,10,30,1.822279e-01
11,10,40,1.513914e-02
11,10,50,6.307111e-03
11,10,60,4.747657e-03
11,10,70,4.343874e-03
11,10,80,4.119224e-03
11,10,90,3.997178e-03
11,10,100,3.961561e-03
