ok,config_id,algoritmo,funcion,seed,batch_train,kernel,epsilon,smoothing,neighbors,degree,spearman,nrmse,nmae,elapsed_s,warnings,error,n_train,n_val
True,10,shade,f22,1,3,linear,0.01,0.01,25,-1,-0.5375159378984475,0.0020305978679339576,0.0018811233139307299,0.003680792171508074,,,800,200
True,10,shade,f22,1,4,linear,0.01,0.01,25,-1,-0.5261786544663618,0.0023209190524502636,0.0021703099437956454,0.00379558396525681,,,800,200
True,11,shade,f22,1,1,linear,0.01,0.01,50,-1,-0.16487362184054605,0.002638905711267375,0.0019429894281767026,0.007181208115071058,,,800,200
True,11,shade,f22,1,2,linear,0.01,0.01,50,-1,-0.23542638565964152,0.005931563603564693,0.0022536281145166957,0.006974624935537577,,,800,200
True,11,shade,f22,1,3,linear,0.01,0.01,50,-1,-0.44888472211805297,0.0021885785125645473,0.0019963807132675018,0.007482249988242984,,,800,200
True,11,shade,f22,1,4,linear,0.01,0.01,50,-1,-0.308139203480087,0.009047864706311508,0.0034847121311076504,0.007520249811932445,,,800,200
True,12,shade,f22,1,1,linear,0.01,0.01,100,-1,0.48154653866346664,0.0041227857258502,0.0023456730214959282,0.01611700002104044,,,800,200
True,12,shade,f22,1,2,linear,0.01,0.01,100,-1,-0.01893797344933623,0.033059143066980594,0.005388661792450963,0.015850666910409927,,,800,200
True,12,shade,f22,1,3,linear,0.01,0.01,100,-1,-0.17199279981999552,0.0031464221661221667,0.0025361207788596853,0.016381625086069107,,,800,200
True,12,shade,f22,1,4,linear,0.01,0.01,100,-1,0.5474071851796296,0.016918699024046042,0.004962848635434543,0.016440208069980145,,,800,200
True,13,shade,f22,1,1,linear,0.01,0.1,25,-1,-0.31767344183604596,0.0018121246826251734,0.0015827178774774334,0.003441500011831522,,,800,200
True,13,shade,f22,1,2,linear,0.01,0.1,25,-1,-0.4118757968949224,0.0037016567307417065,0.0020329115458644297,0.0032772079575806856,,,800,200
True,13,shade,f22,1,3,linear,0.01,0.1,25,-1,-0.5248931223280582,0.0019424132979042957,0.001812972345967613,0.003680041991174221,,,800,200
True,13,shade,f22,1,4,linear,0.01,0.1,25,-1,-0.5249666241656042,0.002111184605022514,0.0019999487876211828,0.003811415983363986,,,800,200
