evaluaciones,generacion,min,promedio,desv_std,mediana,max,mejor_hasta_ahora,tiempo_s
200,1,51097568.0,52989768.06,851963.269183758,52963988.0,55161970.0,51097568.0,0.04345062498759944
300,2,50695948.0,52564459.14,778170.2398203239,52572956.0,54573440.0,50695948.0,0.0650327909970656
400,3,50695948.0,52410339.08,762741.7707848139,52423594.0,54573440.0,50695948.0,0.0867332079942571
500,4,50503592.0,52235638.2,689379.0132348097,52272993.0,54062096.0,50503592.0,0.10852745799638797
600,5,50503592.0,52023142.56,599549.4087041755,51996379.0,53467876.0,50503592.0,0.12994183298724238
700,6,50198276.0,51872034.78,652301.1868979479,51888874.0,53410548.0,50198276.0,0.1511424159980379
800,7,50198276.0,51764679.82,581432.4535075142,51778142.0,53248104.0,50198276.0,0.17173629099852405
900,8,49917914.0,51588597.48,542071.065602555,51634942.0,52841592.0,49917914.0,0.19314733298961073
1000,9,49917914.0,51475314.76,551450.1310749889,51515986.0,52841592.0,49917914.0,0.21428829099750146
1100,10,49917914.0,51352682.1,526871.2851234445,51380733.0,52451934.0,49917914.0,0.23545849999936763
1200,11,49917914.0,51211684.56,532291.8288068739,51267278.0,52451934.0,49917914.0,0.2567805829894496
1300,12,49917914.0,51110853.78,512462.2788944291,51197953.0,52451934.0,49917914.0,0.27719745799549855
1400,13,49917914.0,51052667.66,505247.3115115848,51110607.0,52451934.0,49917914.0,0.29876370799320284
1500,14,49917914.0,50980666.5,468530.9651159782,51069428.0,52366662.0,49917914.0,0.31982716599304695
1600,15,49917914.0,50917404.62,436613.19680565724,50976294.0,51911790.0,49917914.0,0.34064204098831397
1700,16,49917914.0,50880225.84,437749.8200641714,50879087.0,51911790.0,49917914.0,0.3620685829955619
1800,17,49783070.0,50798238.12,436733.8608692319,50773451.0,51911790.0,49783070.0,0.3831612079957267
1900,18,49314922.0,50753819.26,444286.97521612357,50750067.0,51637548.0,49314922.0,0.40461424998648
2000,19,49314922.0,50707450.26,439179.03013879474,50691074.0,51637548.0,49314922.0,0.4259778329869732
2100,20,49314922.0,50666821.42,417366.50648831856,50636833.0,51637548.0,49314922.0,0.44725579099031165
2200,21,49314922.0,50618876.18,433735.4445572642,50566515.0,51408022.0,49314922.0,0.4689348749961937
2300,22,49314922.0,50585226.48,449626.226661668,50557253.0,51408022.0,49314922.0,0.49035787499451544
2400,23,49314922.0,50568022.34,440669.73603378347,50538429.0,51408022.0,49314922.0,0.5116567499935627
2500,24,49314922.0,50542692.06,440503.6726559682,50518644.0,51408022.0,49314922.0,0.53290224999364
2600,25,49314922.0,50516466.58,434475.7286634359,50510735.0,51408022.0,49314922.0,0.554427790993941
2700,26,49314922.0,50487165.36,432344.41320862516,50496905.0,51408022.0,49314922.0,0.575883707992034
2800,27,49314922.0,50435632.6,395546.88240354013,50483550.0,51184206.0,49314922.0,0.5970939999970142
2900,28,49314922.0,50408481.3,379533.1575896235,50451505.0,51184206.0,49314922.0,0.6181476249912521
3000,29,49314922.0,50377982.46,383375.59627131774,50413459.0,51184206.0,49314922.0,0.6392890829883981
3100,30,49314922.0,50364650.8,374335.6263764378,50408323.0,51142350.0,49314922.0,0.6598132910003187
3200,31,49314922.0,50341212.94,371249.88462957996,50395040.0,51142350.0,49314922.0,0.6805707499879645
3300,32,49314922.0,50294781.38,364616.7804739321,50383244.0,50960222.0,49314922.0,0.7014934579929104
3400,33,49314922.0,50269160.88,350914.9397636208,50347098.0,50930156.0,49314922.0,0.7225626659928821
3500,34,49314922.0,50244148.14,345157.2836937102,50326985.0,50930156.0,49314922.0,0.7434669999929611
3600,35,49314922.0,50219397.2,335886.86154275225,50298602.0,50886112.0,49314922.0,0.7642947909916984
3700,36,49314922.0,50214756.6,334838.73778743105,50292811.0,50886112.0,49314922.0,0.7851913749909727
3800,37,49314922.0,50211226.94,333702.7457703583,50286622.0,50886112.0,49314922.0,0.8062757909938227
3900,38,49314922.0,50190353.42,338755.6091649902,50233114.0,50886112.0,49314922.0,0.8275295829953393
4000,39,49314922.0,50182517.48,333680.7521927053,50225932.0,50886112.0,49314922.0,0.8487398329889402
4100,40,49314922.0,50164784.74,323066.26066126494,50191377.0,50748700.0,49314922.0,0.8702024579979479
4200,41,49314922.0,50148794.8,326777.9194070493,50179914.0,50748700.0,49314922.0,0.8914605829922948
4300,42,49314922.0,50127210.22,335970.47782219143,50156008.0,50748700.0,49314922.0,0.9126212079863762
4400,43,49314922.0,50107177.22,331291.0869775877,50111820.0,50748700.0,49314922.0,0.9340914999920642
4500,44,49314922.0,50098253.06,326845.56824597827,50082149.0,50748700.0,49314922.0,0.954746207993594
4600,45,49314922.0,50075042.68,320461.3787733205,50045759.0,50748700.0,49314922.0,0.9756647079921095
4700,46,49314922.0,50043670.94,316090.39306065027,50015593.0,50686200.0,49314922.0,0.9966292909957701
4800,47,49314922.0,50025349.08,326921.2206441693,50012581.0,50686200.0,49314922.0,1.0173174159863265
4900,48,49314922.0,50015419.0,319389.25962085824,50012581.0,50620288.0,49314922.0,1.0383994579897262
5000,49,49314922.0,49999124.94,326289.3338226618,50006669.0,50620288.0,49314922.0,1.059355332996347
5100,50,49314922.0,49968928.96,311476.5578310484,49978611.0,50620288.0,49314922.0,1.0803650409943657
5200,51,49314922.0,49953044.32,312922.576178162,49946585.0,50620288.0,49314922.0,1.1015050409914693
5300,52,49149838.0,49924406.26,322512.5851068333,49920671.0,50620288.0,49149838.0,1.1224447079875972
5400,53,49102336.0,49886724.16,337096.11073658854,49890855.0,50620288.0,49102336.0,1.1430867909948574
5500,54,49102336.0,49857061.44,330334.2318274726,49860010.0,50620288.0,49102336.0,1.1637847499951022
5600,55,49102336.0,49853379.6,324126.7813113875,49860010.0,50575118.0,49102336.0,1.1846341249911347
5700,56,49075380.0,49814380.26,328717.396853973,49833436.0,50524442.0,49075380.0,1.2058128749922616
5800,57,49075380.0,49805634.86,324719.08780670783,49809395.0,50524442.0,49075380.0,1.2263585409964435
5900,58,49075380.0,49800811.38,325342.4559321694,49809395.0,50524442.0,49075380.0,1.2475142079929356
6000,59,49075380.0,49784649.68,320090.83078835235,49795240.0,50524442.0,49075380.0,1.2689846659923205
6100,60,49075380.0,49774742.06,321923.7128296647,49792728.0,50524442.0,49075380.0,1.2903089999890653
6200,61,49075380.0,49765722.74,315905.1735862083,49776925.0,50524442.0,49075380.0,1.3108548329910263
